12.991812734892875,14.678865242105845,0.3334014826716043,0.06081324431270883,0.48490882805447433,0.03604866675419857,0.9677084428719013
7.180684638745857,8.288617602852907,0.10454043363409937,0.03393033221999014,0.7246682967261361,0.019996001577844102,0.944875940640053
7.505379647919626,10.268382595065813,0.17502135736004476,0.035353197986930325,0.6518919119208609,0.024820139456529437,0.960654679186762
5.991952144738399,7.867986368948206,0.09709441784042383,0.028323965527912758,0.7770515806560041,0.018915872268680283,0.9581938223749301
5.369645089814157,6.169848659533208,0.05706708307855024,0.025394193104919836,0.8449412395585956,0.014828838039724599,0.8725532340019717
6.261997569691051,7.221764067118726,0.07807784217840208,0.029463989227996066,0.804682784981042,0.017429426127250146,0.8702815831209173
5.76969169847893,6.775384800333952,0.07004099616484893,0.027276207907892636,0.8358953624011944,0.016330080461023907,0.8840947470033521
5.226596023097183,6.325718976814117,0.05933468885882576,0.024539065893887626,0.8323171662145801,0.01521678889469054,0.8840092845299005
8.32092100201231,9.44827387805559,0.14160278683237948,0.03951470957359892,0.7538590709173807,0.02293410343208838,0.9438861394704362
10.593228889234139,11.596220560566916,0.2083158780019403,0.04996290852343946,0.6406977501035851,0.028305831630343087,0.9539381056219938
[13.622238],15.437142680739457,[0.37932464],[0.06424292],[0.53490907],0.037956018476079205,1.007352130643939
[10.292888],12.200634574020691,[0.23532319],[0.04859734],[0.6370945],0.029732579864837873,1.023906940511773
[9.194218],11.47439045668828,[0.1799142],[0.04357012],[0.75442374],0.02683637405481387,0.8597895993009252
[8.73924],10.642705548707264,[0.16803446],[0.0417813],[0.7577126],0.025247918701296498,0.9403163374775735
[5.421601],6.9975690707838405,[0.07168964],[0.02595809],[0.85724926],0.01655898208457704,0.7330141502981982
[8.963879],10.061274673065784,[0.15497732],[0.04218173],[0.6965382],0.024471858896970348,0.9085268974345336
[71.07549],74.15371492717003,[13.3550415],[0.33830944],[0.16707945],0.2116299656693396,1.0090631234248708
[4.080757],4.932172001075526,[0.03712532],[0.01935559],[0.9178972],0.011836406339129505,0.7616649873743274
[3.9009511],4.852004567030151,[0.03596729],[0.01862765],[0.9231863],0.011609778153453962,0.6153666407101502
[3.719048],4.573085680411078,[0.03196727],[0.01766949],[0.92525995],0.01095446721180462,0.6306902332692904
