Arima-QSX
0
0
0
0
0
0
0
0
0
0
112.390101
112.4224684
112.4719547
112.5378106
112.6199494
112.7179483
112.831406
112.9599008
113.1030646
113.2603036
113.4313317
113.615803
113.8131749
114.0228118
114.2442795
114.4769803
114.7204735
114.9743362
115.237778
115.5105829
115.7919925
116.0812972
116.3783209
116.6823285
116.99266
117.3089218
117.6304317
117.9567387
118.2873357
118.6215404
118.9589081
119.299059
119.6412797
119.9850546
120.3300331
120.6755758
121.0214046
121.3669992
121.7120834
122.0558097
122.3981546
122.7384908
123.0767074
123.412432
123.7452525
124.0747641
124.4008511
124.7230772
125.0413965
125.3555442
125.6653954
125.9704441
126.2709444
126.5666085
126.8572896
127.1430064
127.4236099
127.699221
127.9696843
128.2351027
128.4954448
128.7507851
129.0012198
129.2471416
129.488238
129.7248365
129.9572154
130.1854202
130.4096809
130.6303485
130.8476016
131.0616741
131.2729564
131.4815561
131.6880067
131.892488
132.0954608
132.2972055
132.4981343
132.6985116
132.8988442
133.0995452
133.3008683
133.5034104
133.7074107
133.9135219
134.1219012
134.3331599
134.5475042
134.7655692
134.9876941
135.2143383
135.4459172
135.6827792
135.925279
136.1739034
136.429076
136.691072
136.9604027
137.2372943
137.5219875
137.8150727
138.1165675
138.427195
138.7468868
139.0760887
139.4148063
139.7635371
140.1222859
140.4914521
140.871101
141.2615287
141.6626537
142.0746277
142.4975931
142.9316099
143.3767316
143.8329411
144.3003246
144.7787697
145.268287
145.7688092
146.2800807
146.8020142
147.3347641
147.8778945
148.4314412
148.9949599
149.5682351
150.1510753
150.7432875
151.3444812
151.9544272
152.5727747
153.1991871
153.8331253
154.4742194
155.1223266
155.7768992
156.4374978
157.1036128
157.7748572
158.4506088
159.1306843
159.814394
160.5012114
161.1907039
161.8823017
162.5756037
163.2700004
163.9649055
164.6598805
165.3542377
166.0475164
166.7393884
167.4289262
168.115973
168.799943
169.4802528
170.1562525
170.8275685
171.493558
172.1540808
172.8085449
173.4562807
174.0969862
174.7301151
175.355307
175.9723162
176.5807001
177.1799124
177.7699047
178.3499316
178.9198269
179.479364
180.028451
180.566628
181.0936583
181.6094035
182.1136156
182.6061356
183.0869457
183.5558732
184.0128875
184.4578818
184.8906577
185.311291
185.7199116
186.1165267
186.5011626
186.8737541
187.2346503
187.5839316
187.9217165
188.2482159
188.5633769
188.8676204
189.1613127
189.444512
189.717719
189.9809771
190.2348042
190.4793608
190.7153579
190.942707
191.1620825
191.3736742
191.5781135
191.7756837
191.9670676
192.1523601
192.3321792
192.5070002
192.6773518
192.8436328
193.0063791
193.165916
193.3227349
193.477618
193.6307249
193.7828673
193.9341265
194.0852568
194.2366283
194.3888811
194.5421509
194.6970493
194.8541114
195.0136159
195.1760716
195.3418689
195.5113084
195.6848316
195.8628139
196.0454454
196.233247
196.4264621
196.6252081
196.8300808
197.0410124
197.2581541
197.4820795
197.7125469
197.9500065
198.1944786
198.4460208
198.7047123
198.970644
199.2435879
199.5238763
199.8112988
200.1060278
200.4076642
200.7162351
201.0314125
201.3531782
201.6814119
202.0159574
202.3563633
202.7023787
203.0538738
203.4103121
203.7713922
204.1368847
204.506317
204.8793933
205.2555772
205.6344596
206.0153213
206.3979797
206.781841
207.1665055
207.5511094
207.9354289
208.3185516
208.7002814
209.0798576
209.4566536
209.8300004
210.199592
210.5644106
210.9240738
211.2778229
211.6250862
211.9652522
212.2977915
212.6218713
212.9370707
213.2425239
213.5377886
213.822129
214.0950218
214.3558902
214.6041501
214.8392652
215.0608221
215.2678881
215.4601416
215.6370583
215.7982888
215.9432143
216.0716132
216.1826503
216.2761802
216.3517106
216.408988
216.4476248
216.4674577
216.4679201
216.4489345
216.4102935
216.3517592
216.2731669
216.1742999
