0-BDX,2-BDX,53-BDX,54-BDX,70-BDX,72-BDX,,,,,,,,,,,0.20556           0     0.21829           0     0.11415
-4.552274693,-980.8795254,-31235.45605,-210.1594349,-4813.181899,-2670.287686,,0.158422044,0.315464719,0.251423772,0.140642983,0.366130363,0,0.234925766,,,0.158422044
-2.163454334,-510.5924034,-19705.73976,-640.3254217,-4201.565207,-2697.934759,,0.136128573,0.364469701,0.260663024,0.238787181,0.255655874,0.046379447,0.234249328,,,0.136128573
2.209019153,217.4062956,-2741.918453,-664.4664874,-1980.39777,-2643.52331,,0.137867139,0.454167943,0.274965271,0.383188013,0.249456007,0.214812582,0.235580607,,,0.137867139
3.189851105,1069.724028,14615.25796,-244.4510482,864.0556542,-2408.057287,,0.165513223,0.474289026,0.291709888,0.530937195,0.35732365,0.430510057,0.24134173,,,0.165513223
2.733358175,1785.860164,26056.84174,66.20945899,948.5296451,-2016.364224,,0.186915141,0.464924392,0.305779084,0.628331184,0.437106947,0.436915796,0.250925245,,,0.186915141
-1.190358086,2051.352394,27572.48232,129.3270582,-558.0090517,-1600.696119,,0.192686657,0.384432092,0.310994939,0.641232744,0.4533167,0.322673605,0.261095354,,,0.192686657
-3.000101801,1689.243181,20033.47574,186.8089137,-212.4503113,-1275.196516,,0.195355874,0.347306463,0.303880949,0.577058593,0.468079091,0.348877636,0.26905932,,,0.195355874
-4.725804165,826.2781033,8970.36792,139.2251064,-397.8429632,-1125.057104,,0.189622587,0.311904883,0.286927155,0.482886298,0.4558587,0.334819144,0.272732766,,,0.189622587
-7.444325058,-113.9726662,1285.389276,-248.9214119,-1874.711247,-1215.598812,,0.16381275,0.256136325,0.268455007,0.417469592,0.356175579,0.222826887,0.270517491,,,0.16381275
-8.195501534,-612.0083518,674.6510998,-653.1419275,-1151.480771,-1389.854953,,0.138653839,0.240726464,0.258670608,0.412270817,0.252364361,0.277670107,0.266253984,,,0.138653839
-8.056220966,-324.6217831,5124.665769,-544.4474597,208.4193077,-1144.135282,,0.146594204,0.243583707,0.264316599,0.450150597,0.280279088,0.38079256,0.272265982,,,0.146594204
-8.013012687,737.237133,9174.639506,-77.9934529,-626.4822691,-95.30129119,,0.179961543,0.244470095,0.285177858,0.484625116,0.400073003,0.317481219,0.297927697,,,0.179961543
-5.354269223,2214.536243,9725.723358,152.7448394,-1087.076033,1388.096307,,0.203005872,0.299012361,0.314200846,0.489316097,0.459330814,0.282553977,0.334221835,,,0.203005872
-1.066541587,3564.097092,9766.867965,83.21791546,263.7222307,2580.281683,,0.207887887,0.386972101,0.340714291,0.489666332,0.441475029,0.384986231,0.363390914,,,0.207887887
9.17274571,4288.498863,14950.03085,125.2935751,1385.028119,3689.591637,,0.216270316,0.597023932,0.354945874,0.533786876,0.452280828,0.47001587,0.390532288,,,0.216270316
13.4750488,4143.485337,25311.94332,323.5513168,1724.367415,5931.248766,,0.233059906,0.685282677,0.352096941,0.621990398,0.50319704,0.495748276,0.445378686,,,0.233059906
16.16292774,3261.150829,31810.29774,373.8075224,1678.536144,9373.103308,,0.241926812,0.740422637,0.334762615,0.677306224,0.516103752,0.492272849,0.529590192,,,0.241926812
17.48189948,2137.538637,24535.68418,322.5772603,1109.290946,11436.05989,,0.240278797,0.767480422,0.312688153,0.615382661,0.502946884,0.449106471,0.580064341,,,0.240278797
16.75525373,1445.999944,6005.102266,433.1543016,400.6608838,9488.610904,,0.238246089,0.752573791,0.299102197,0.457645121,0.53134509,0.395370413,0.532416304,,,0.238246089
14.22849857,1701.440254,-6702.269071,575.9115811,-402.4953884,5198.525818,,0.235298998,0.700739173,0.304120573,0.349476391,0.568007769,0.334466346,0.427451228,,,0.235298998
5.818250429,2915.239501,2003.721552,605.5293314,-1192.558317,3812.532698,,0.2379903,0.528208803,0.327966848,0.423584239,0.575614148,0.27455516,0.393540274,,,0.2379903
2.752235214,4460.573129,27108.38335,956.2249695,-849.4836524,7322.372476,,0.273693937,0.465311641,0.358326441,0.637282202,0.665679199,0.300570822,0.479415168,,,0.273693937
0.947067219,5305.403603,44486.74097,1799.566728,25.59070536,10577.11783,,0.333474357,0.42827988,0.374923964,0.785211685,0.882264778,0.366928502,0.559048693,,,0.333474357
3.689731738,4552.405753,35466.10905,2113.46016,-388.4400214,7452.174773,,0.339302923,0.484543728,0.360130583,0.708425521,0.962878349,0.335532177,0.482591028,,,0.339302923
1.939438041,1986.047223,7308.650811,962.2816748,-765.7087906,-495.2705053,,0.24220642,0.448637674,0.309711955,0.468741294,0.667234672,0.306923546,0.28814169,,,0.24220642
-1.016823946,-1735.757809,-16121.78895,-767.1843677,646.612539,-5944.682528,,0.115001179,0.387992023,0.236593449,0.269294781,0.223076178,0.414021149,0.154811479,,,0.115001179
-8.106381296,-5404.253563,-22535.28772,-1481.101539,1370.23551,-6030.58153,,0.059923505,0.242554703,0.164522255,0.21470127,0.039729198,0.468894133,0.152709797,,,0.059923505
-11.28063006,-7907.019999,-21694.61655,-1238.133172,-597.7751058,-5158.260825,,0.065873581,0.177437205,0.115352957,0.221857301,0.102127916,0.319658109,0.174052779,,,0.065873581
-13.46688601,-8778.314105,-25828.66722,-1252.595461,-2786.759341,-6656.771419,,0.05735897,0.132587691,0.09823553,0.186667095,0.098413736,0.153665455,0.137388873,,,0.05735897
-16.1964083,-8307.541753,-30926.61118,-1635.799244,-3085.339792,-8031.205107,,0.033938764,0.076593446,0.107484314,0.143271958,0,0.131023829,0.103760743,,,0.033938764
-15.25970698,-7194.19015,-27453.80427,-1616.54653,-2278.661999,-7140.177787,,0.042002825,0.09580922,0.129357197,0.17283347,0.004944449,0.192194936,0.125561418,,,0.042002825
-12.1880235,-6061.68917,-20861.35165,-1375.955542,-1563.413038,-6465.155536,,0.061949354,0.158822662,0.151606289,0.228950286,0.066732612,0.246432911,0.142077119,,,0.061949354
-0.535798801,-5196.35097,-24635.32305,-1532.040847,-2086.864046,-7474.935869,,0.053873471,0.397859918,0.168606706,0.196825177,0.026647053,0.206739148,0.117370926,,,0.053873471
1.970315351,-4631.712779,-35697.74273,-1519.049656,-3739.94591,-7265.511208,,0.05746692,0.449271101,0.179699576,0.10265874,0.029983428,0.081384455,0.122494898,,,0.05746692
1.775901738,-4384.125242,-36694.55057,-666.0616214,-3915.070653,-4818.734251,,0.113119624,0.445282841,0.184563676,0.094173631,0.249046348,0.068104588,0.182359942,,,0.113119624
-6.046283077,-4546.129179,-24949.52889,20.30733697,-2232.617314,-3927.152396,,0.153433914,0.28481618,0.18138095,0.194150569,0.425318443,0.195686546,0.204174184,,,0.153433914
-7.947542419,-5137.452002,-16655.31139,-575.7849314,-2150.143286,-6088.327888,,0.111592514,0.245813172,0.169763834,0.264753288,0.272231052,0.201940626,0.151296923,,,0.111592514
-8.855090483,-5899.364294,-16341.25469,-1386.565648,-3800.663141,-7368.43008,,0.059487327,0.227195457,0.15479532,0.267426627,0.064007743,0.076780213,0.119976792,,,0.059487327
-8.48180458,-6309.750859,-8216.564323,-777.9111671,-3284.158921,-5535.769281,,0.097070138,0.234853157,0.146732874,0.336586283,0.22032134,0.115947195,0.164816318,,,0.097070138
-7.618323104,-5896.140688,11632.02124,658.3541008,-835.1449361,-3336.920765,,0.185399898,0.252566876,0.154858651,0.505543042,0.589180515,0.30165814,0.218615322,,,0.185399898
-5.977489218,-4621.129695,22768.35799,1272.112323,-286.5604691,-2423.998554,,0.22750645,0.286227438,0.179907491,0.600338682,0.746804846,0.343257796,0.240951697,,,0.22750645
-0.980769885,-3003.680373,15460.67515,1162.787976,-1425.831117,-1018.888734,,0.231833911,0.388731647,0.211683868,0.538133624,0.718728355,0.256865873,0.275330376,,,0.231833911
0.280016409,-1835.195534,11391.28928,1473.823939,-1389.377339,1062.346874,,0.259802372,0.414595798,0.234639897,0.503493864,0.798608076,0.259630196,0.326251757,,,0.259802372
0.383441032,-1675.637154,30110.87818,1976.096045,-518.4445767,1694.251816,,0.29036939,0.416717482,0.237774578,0.662840285,0.927600734,0.325673814,0.341712511,,,0.29036939
-2.367953962,-2480.804012,54713.18933,1660.367141,-514.1312361,1111.1578,,0.267789226,0.360274534,0.221956286,0.872262098,0.84651578,0.326000899,0.327446009,,,0.267789226
-3.306791094,-3590.400973,51498.98222,805.3660928,-808.5423756,1433.202407,,0.21627554,0.341014946,0.200157167,0.84490186,0.626935882,0.303675436,0.335325442,,,0.21627554
-4.130486603,-4040.540189,15839.37157,366.068888,-594.9286584,2281.234128,,0.19219877,0.324117407,0.191313741,0.541357195,0.514116329,0.319873957,0.356074148,,,0.19219877
-7.772978394,-2997.783085,-18647.14418,188.7162758,-524.9644708,2007.289835,,0.185702231,0.249394231,0.211799726,0.247798245,0.468568937,0.325179405,0.34937158,,,0.185702231
-6.166330588,-136.9951864,-19650.67609,-312.7770978,-614.5960829,1643.18894,,0.168124269,0.282353489,0.268002707,0.239255898,0.339776271,0.318382559,0.340463161,,,0.168124269
-2.244436882,4121.424194,7450.280643,-656.2871475,123.0539425,3162.36855,,0.170307029,0.362808401,0.351663528,0.469946887,0.251556611,0.374319227,0.377632774,,,0.170307029
9.462782203,8591.478472,32668.75324,-187.4337871,1434.894011,5978.522899,,0.222508571,0.602973828,0.439482124,0.684613639,0.371966725,0.473797246,0.446535337,,,0.222508571
13.91246598,11643.51221,39695.33316,492.7894526,1975.594043,8655.825725,,0.280445319,0.694255985,0.499442317,0.74442587,0.546660487,0.514799018,0.512040634,,,0.280445319
16.57473971,11910.17862,34428.17783,541.6535794,1575.588937,11249.84942,,0.291506436,0.748870672,0.50468124,0.699590358,0.559209688,0.484466269,0.575508348,,,0.291506436
17.94938138,9119.419584,24551.70395,288.9989635,1157.546173,13150.22238,,0.271379667,0.777070486,0.449854045,0.615519026,0.494323364,0.452765708,0.622004581,,,0.271379667
16.6621181,4498.581961,11852.28449,287.1990356,819.1487521,12143.29899,,0.249805611,0.750663179,0.359073162,0.507417985,0.49386111,0.427104726,0.597368288,,,0.249805611
13.21277423,271.5018549,957.2222353,173.6998878,-24.81832875,8452.999663,,0.21606537,0.679902297,0.276028032,0.414676142,0.464712454,0.363105939,0.507078109,,,0.21606537
1.190580029,-1646.524858,-2238.349654,-203.6721665,-948.2304578,6146.594522,,0.180722204,0.433275375,0.238346518,0.387474533,0.367796412,0.293082762,0.450647528,,,0.180722204
-1.774470427,-940.4825021,661.0777279,53.31991886,-801.3895797,7520.485854,,0.201817839,0.372449435,0.252217412,0.412155276,0.433796677,0.304217839,0.484262388,,,0.201817839
-2.093100875,829.6702549,4158.344887,1182.802044,359.4305457,9201.540909,,0.276981228,0.365912953,0.286993797,0.441925001,0.723868333,0.392243879,0.525392592,,,0.276981228
6.503000033,1321.430655,6447.459899,1702.358358,1176.651167,6880.79022,,0.301612325,0.542255963,0.296654912,0.461410594,0.857299892,0.454214457,0.46861102,,,0.301612325
6.776610573,-858.4772485,5835.072312,613.8167442,947.9249721,1382.90258,,0.216429312,0.547868892,0.253828485,0.456197778,0.577742508,0.436869943,0.334094761,,,0.216429312
4.996086763,-5111.497265,-2526.970753,-795.1743103,365.7387757,-3057.815239,,0.10786208,0.511342689,0.17027374,0.385017708,0.215887849,0.392722238,0.225444168,,,0.10786208
-2.684267631,-9344.309162,-18355.95584,-987.0515388,109.5370827,-4678.961202,,0.07548368,0.35378558,0.087116003,0.250276922,0.166610269,0.373294232,0.185779755,,,0.07548368
-5.687905196,-11612.65529,-31924.03364,-557.6753018,-60.53612294,-5239.086656,,0.088829958,0.292168052,0.042552121,0.134781617,0.276881936,0.360397427,0.172075222,,,0.088829958
-7.86047978,-11553.94742,-35355.9562,-817.55592,-439.2984649,-6255.077703,,0.071660356,0.247599201,0.043705494,0.105568124,0.210139843,0.331675536,0.147217072,,,0.071660356
-8.666884034,-10435.43548,-32133.58283,-1379.131999,-702.892075,-7167.13517,,0.042147665,0.231056381,0.065679757,0.132997875,0.06591684,0.311686994,0.124901854,,,0.042147665
-9.577546264,-9855.062421,-29374.839,-1130.696667,-583.467688,-7248.325918,,0.058192201,0.212374781,0.077081755,0.156481081,0.129719575,0.320743053,0.122915369,,,0.058192201
-10.05731992,-10303.27878,-27314.77317,-485.1489343,-345.8606277,-7094.655847,,0.093001259,0.202532559,0.068276105,0.174016942,0.295508033,0.338761011,0.126675199,,,0.093001259
-11.58141017,-10867.29133,-23702.09339,-608.3399364,-223.5580263,-7531.445119,,0.082597434,0.171266911,0.057195526,0.204769091,0.263870332,0.348035328,0.11598832,,,0.082597434
-10.09167089,-10269.32462,-23009.66755,-1214.627951,-233.5560246,-8255.65577,,0.049000605,0.201827873,0.068943168,0.210663215,0.108164487,0.347277171,0.098269131,,,0.049000605
-7.063272064,-8191.612082,-31590.81922,-1097.325015,-760.2142706,-8352.692244,,0.063696387,0.263953361,0.109761866,0.137618032,0.138290025,0.3073402,0.09589495,,,0.063696387
0.822213015,-5610.001073,-44804.94224,-307.1168049,-2183.095406,-7759.379413,,0.120078851,0.425718583,0.160480144,0.025135689,0.341229938,0.199441837,0.110411475,,,0.120078851
4.440634101,-3840.732496,-47757.81538,17.71529472,-3551.430625,-7495.164954,,0.146172206,0.499947966,0.195239159,0,0.424652759,0.09567974,0.116875983,,,0.146172206
7.110448322,-3252.433365,-31795.9053,-345.6513067,-2987.224406,-8121.361175,,0.126428463,0.554717341,0.206796872,0.135872281,0.331333574,0.138464008,0.101554904,,,0.126428463
8.509139042,-2909.653201,-5278.458311,-500.0511977,-212.8331025,-8535.156592,,0.118001277,0.583410505,0.213531124,0.36159627,0.291680859,0.348848609,0.091430613,,,0.118001277
9.525313713,-1502.237026,15204.25643,-41.55619528,2511.317965,-7356.105645,,0.152681618,0.604256619,0.241181194,0.535950916,0.409430757,0.555423448,0.120278333,,,0.152681618
9.836480693,1329.511235,21120.13493,526.1495719,3011.64645,-5211.530725,,0.201933079,0.610639992,0.296813663,0.586308543,0.555227975,0.593363809,0.17274943,,,0.201933079
