0-BDX,2-BDX,53-BDX,54-BDX,70-BDX,72-BDX,,,,,,,,,,,0.20556           0     0.21829           0     0.11415
8.567566787,4534.104957,16535.09321,879.0659314,1818.834142,-3867.097424,,0.238414257,0.584609109,0.359771046,0.547279374,0.645863347,0.502911773,0.205643543,,,0.238414257
8.126842162,6470.27167,9430.781492,1163.398359,1028.096993,-3262.20991,,0.263862635,0.575567951,0.397808938,0.486805469,0.718885112,0.44294946,0.220443265,,,0.263862635
7.639252648,6223.064531,3570.392503,1272.441402,1331.414597,-2159.722239,,0.272056488,0.565565392,0.392952312,0.436920184,0.746889359,0.465950308,0.247417719,,,0.272056488
8.539381645,4239.101853,-976.6053128,889.3856705,1577.698106,-1496.388299,,0.244422587,0.58403091,0.353975421,0.398214856,0.648513645,0.484626209,0.263647443,,,0.244422587
6.884041641,1862.398019,-4046.123786,232.8269509,959.4150118,-2760.925803,,0.19448547,0.550072766,0.307282746,0.372086249,0.479897364,0.437741243,0.232708132,,,0.19448547
4.107828671,422.4965055,-5080.069735,-101.2426708,183.880795,-3267.63579,,0.168527113,0.493120695,0.27899447,0.36328501,0.394102179,0.378931782,0.22031051,,,0.168527113
-5.881570144,797.4893194,-4253.900825,0.142576234,198.8580947,613.6080832,,0.186565151,0.288195151,0.286361571,0.370317593,0.420139764,0.380067525,0.31527251,,,0.186565151
-6.328315992,3621.261589,-538.4330038,162.3805945,904.6563303,5778.81548,,0.221489843,0.279030472,0.341837344,0.401944703,0.461805452,0.433588843,0.441649116,,,0.221489843
-3.324715797,9427.6527,10243.802,247.3559559,1790.923987,6641.353591,,0.252111305,0.340647233,0.455909586,0.493726129,0.483628678,0.500795321,0.462752748,,,0.252111305
8.700628498,18080.04336,31029.51965,437.0951713,3075.481716,6482.513841,,0.297246679,0.587338777,0.625894278,0.670660021,0.532357177,0.598204495,0.458866432,,,0.297246679
14.42837434,27849.64547,55723.8145,744.3897052,5234.905724,13159.21584,,0.372575044,0.704839485,0.817827684,0.880864824,0.611276031,0.76195557,0.622224623,,,0.372575044
19.42991892,35353.59483,69719.49445,1004.377239,7594.143456,24151.37388,,0.448154285,0.807442681,0.965250122,1,0.678045582,0.9408587,0.891168639,,,0.448154285
28.81641034,37122.39836,62649.31861,1169.729658,8374.053708,28599.48,,0.476990369,1,1,0.939816669,0.720511106,1,1,,,0.476990369
28.53417861,32004.39963,40204.98226,1168.072074,6618.083005,22773.57002,,0.439957613,0.994210213,0.8994519,0.748764147,0.720085408,0.866843154,0.857458051,,,0.439957613
23.69436412,22419.62815,19591.91993,819.8275853,3612.960429,12393.29558,,0.352736289,0.894924797,0.711149673,0.573299945,0.630649857,0.638961992,0.60348493,,,0.352736289
3.632793066,13039.56789,12272.12136,357.489526,1792.896994,4105.699079,,0.265790125,0.483375671,0.526869199,0.510991755,0.511912992,0.500944936,0.400713147,,,0.265790125
-2.322122425,7580.6444,14015.92202,470.5943681,2233.867079,2171.998405,,0.244684787,0.361214736,0.419623299,0.525835478,0.540960383,0.534384096,0.353401488,,,0.244684787
-4.834570595,6215.863612,13085.89166,1199.506665,3629.481855,5457.061743,,0.289211512,0.309673616,0.392810843,0.517918797,0.728158385,0.640214826,0.4337768,,,0.289211512
3.764090967,5820.320766,4547.493779,1457.262478,3867.145601,5736.146544,,0.302843609,0.486069156,0.385040016,0.445237546,0.79435479,0.658237083,0.440605139,,,0.302843609
2.386939201,2912.264894,-6733.404394,530.5025161,2299.322199,-1118.198806,,0.220001197,0.457817848,0.327908409,0.349211359,0.556345891,0.539347617,0.272900567,,,0.220001197
-1.297404366,-3229.605835,-14449.77977,-652.780636,188.1005111,-7830.592301,,0.110114803,0.382236112,0.207245341,0.283527395,0.252457148,0.379251767,0.108669116,,,0.110114803
-13.05736723,-9983.059693,-17159.67832,-878.8530263,-908.291307,-8940.628419,,0.067067439,0.140988683,0.074567123,0.260459974,0.194397625,0.296111384,0.081509975,,,0.067067439
-17.02805652,-13778.60074,-16738.87701,-533.358308,-761.1143589,-9054.004065,,0.070791507,0.059532764,0,0.264041953,0.283126984,0.307271945,0.078736025,,,0.070791507
-18.97792667,-13239.53894,-15383.67577,-704.5577585,-362.7470281,-11300.95017,,0.057095392,0.019532539,0.010590397,0.275577809,0.239159836,0.3374805,0.023760222,,,0.057095392
-17.98557044,-10219.41319,-15251.71227,-1129.837851,-531.3070926,-12272.06721,,0.042738153,0.039890034,0.069923727,0.276701119,0.129940134,0.324698438,0,,,0.042738153
-16.58330007,-7915.280119,-17278.32484,-835.4744585,-1034.615501,-10617.48316,,0.073166575,0.068656632,0.115190678,0.259450021,0.205538034,0.286532107,0.04048254,,,0.073166575
-13.84974077,-7968.020882,-19129.41173,-229.7465224,-1152.620263,-8906.966659,,0.111688511,0.124733693,0.114154535,0.243693048,0.361100041,0.277583699,0.082333574,,,0.111688511
-6.062547576,-9305.574383,-17953.62391,-454.5489866,-779.5227249,-8955.357156,,0.093549129,0.284482525,0.087876985,0.253701685,0.303366659,0.305876022,0.081149608,,,0.093549129
-3.456801201,-9678.645291,-16179.47454,-1086.097341,-620.7134829,-10129.25697,,0.053358783,0.337937593,0.080547642,0.268803745,0.141173497,0.317918671,0.052427921,,,0.053358783
-2.310193991,-8187.889815,-19713.83018,-798.6000876,-1260.154944,-8860.144187,,0.079040936,0.36145944,0.109834994,0.238718313,0.215008047,0.269429247,0.083479175,,,0.079040936
-5.006610868,-6211.31729,-27754.98935,31.54575396,-2283.827877,-3338.033132,,0.148984557,0.30614433,0.148666698,0.170269698,0.428204674,0.191803203,0.218588106,,,0.148984557
-4.989216415,-5849.588574,-29604.72155,-97.65473902,-2583.977885,585.5434834,,0.154160424,0.306501165,0.155773213,0.154524255,0.395023625,0.169042556,0.314585857,,,0.154160424
-4.641936983,-7565.47989,-16941.33176,-949.4582084,-1571.84932,-1546.900309,,0.09352239,0.31362536,0.122062847,0.262318601,0.176264924,0.24579318,0.262411571,,,0.09352239
-3.501806934,-9514.941204,3778.316997,-944.0739403,58.9852031,-3298.145154,,0.081060433,0.337014332,0.083763769,0.438690096,0.177647702,0.369460837,0.219564041,,,0.081060433
-2.841067934,-9323.53691,17213.64928,-91.3649349,919.5250667,99.53184602,,0.139126367,0.350568931,0.087524094,0.553055435,0.396638962,0.434716353,0.302694659,,,0.139126367
-2.196799055,-6528.168403,16379.11547,248.5140579,290.3676752,2584.141078,,0.176408426,0.363785658,0.142441847,0.545951648,0.4839261,0.387006779,0.363485341,,,0.176408426
-0.805855466,-3172.682141,8255.428428,94.71058394,-1163.832774,1410.155882,,0.17805814,0.392319894,0.208363663,0.476800532,0.444426557,0.276733444,0.334761565,,,0.17805814
-0.766226828,-1891.495408,2322.163403,507.4046398,-2076.546664,1652.278148,,0.207044327,0.393132848,0.233533831,0.426294906,0.550413934,0.207521524,0.340685546,,,0.207044327
-1.314815389,-3375.281908,98.20501633,1125.801764,-1738.006307,2335.967604,,0.237629513,0.381878937,0.204383392,0.407363945,0.709229619,0.233193346,0.357413306,,,0.237629513
-3.621880692,-5759.831275,-1456.113593,833.3127681,-729.8845827,-916.2930785,,0.20251927,0.334551103,0.157536583,0.394133147,0.634113099,0.309640128,0.277840574,,,0.20251927
-4.468817556,-6519.131684,-2331.755835,102.9575918,-230.9812427,-3485.354309,,0.151333427,0.317176784,0.142619382,0.386679433,0.446544539,0.347472419,0.214983613,,,0.151333427
-5.025934009,-4876.282571,-920.7864082,86.27886893,-774.5805846,-744.0973607,,0.164688978,0.305747929,0.174894763,0.398690003,0.442261138,0.306250789,0.282053669,,,0.164688978
-7.904550151,-2245.181558,378.2866083,376.252267,-1749.542366,1921.92183,,0.199016563,0.246695128,0.22658532,0.409748079,0.516731607,0.232318556,0.34728289,,,0.199016563
-5.923417944,-342.4916118,-1900.66408,14.18243905,-2092.82468,953.0436513,,0.183696515,0.287336673,0.263965528,0.390349008,0.423745457,0.206287148,0.323577446,,,0.183696515
-1.693906386,855.0865561,-4050.040902,-502.8149541,-1377.327597,1079.280304,,0.159902094,0.37410215,0.287493125,0.372052906,0.290971076,0.260543938,0.326666065,,,0.159902094
9.867405969,2932.153862,2702.755194,-276.4664738,-167.609458,4097.310248,,0.189408516,0.611274402,0.328299147,0.429534611,0.349101503,0.352277959,0.400507898,,,0.189408516
14.78095336,6727.85157,18625.25051,274.0323174,632.3584394,6372.049389,,0.241951715,0.712072397,0.402869348,0.565071383,0.490479656,0.412940248,0.45616371,,,0.241951715
18.13010895,10543.60194,30194.84264,427.2218924,664.8142342,7240.364223,,0.268374399,0.780777986,0.477833502,0.663555014,0.529821539,0.4154014,0.477408681,,,0.268374399
21.98291341,11244.84147,24962.1949,429.4392243,323.0291542,7986.722857,,0.273415112,0.859815581,0.49161004,0.619013241,0.53039099,0.389483528,0.495669762,,,0.273415112
20.65182835,7547.162634,8953.614461,459.5023083,183.7178718,7041.932117,,0.257528964,0.8325093,0.418965516,0.482743688,0.53811174,0.378919428,0.472553663,,,0.257528964
16.20484776,2044.992795,1554.292268,3.596827907,387.0227987,4328.890148,,0.20217315,0.741282597,0.310869999,0.419758571,0.421026879,0.394336224,0.40617394,,,0.20217315
0.836362616,-649.889673,12195.37009,-687.1369603,620.326644,3700.518245,,0.150811952,0.426008852,0.257926392,0.510338427,0.243633816,0.412027866,0.390799628,,,0.150811952
-3.988888058,1662.985313,28963.79011,-417.4188652,595.5191404,5777.806885,,0.181074612,0.327022203,0.303365088,0.653075948,0.312902353,0.41014669,0.441624439,,,0.181074612
-6.076557411,6191.537836,33531.7072,722.023997,370.5814947,5637.309015,,0.262848596,0.284195123,0.392332939,0.691959347,0.605532108,0.393089465,0.438186892,,,0.262848596
1.081260408,7454.970324,21551.35487,1001.228628,144.8910687,1433.936955,,0.271863746,0.431032759,0.417154308,0.589979208,0.677236961,0.375975156,0.335343414,,,0.271863746
-0.41310494,2589.983882,3013.61171,-164.4889694,-142.7917318,-1891.357115,,0.177578515,0.400376897,0.321576883,0.432180709,0.377859373,0.354159909,0.253983781,,,0.177578515
-4.051788218,-5655.56661,-12944.83,-1236.791276,-831.5155907,-1051.689083,,0.08651037,0.32573185,0.159584964,0.296337952,0.10247254,0.301933356,0.274527854,,,0.08651037
-16.16052371,-11512.30402,-25374.7399,-1226.26204,-2083.734943,292.3597931,,0.067202428,0.077329594,0.04452362,0.190531052,0.10517664,0.206976431,0.307412561,,,0.067202428
-19.34469384,-11831.12062,-34626.72214,-1062.333021,-3507.02764,-1432.6707,,0.070287081,0.012008566,0.038260155,0.11177557,0.147276609,0.099046858,0.265206415,,,0.070287081
-19.93006916,-8838.656075,-37369.92789,-1403.81546,-4384.260513,-3690.995158,,0.056920866,0,0.097050053,0.088424629,0.059577676,0.032525497,0.20995222,,,0.056920866
-15.68836299,-7075.332043,-32858.51819,-1443.661179,-4354.962017,-3208.550085,,0.063155556,0.087015641,0.131692281,0.126827021,0.049344567,0.034747228,0.221756154,,,0.063155556
-12.7487121,-8020.316911,-28101.9222,-860.1124659,-3817.510202,-1810.069408,,0.095959359,0.147320527,0.113127128,0.167316507,0.199210544,0.075502685,0.255972639,,,0.095959359
-8.882860933,-8582.463071,-30074.33795,-601.5940459,-3560.325104,-2319.044474,,0.106760423,0.226625765,0.102083216,0.150526748,0.2656028,0.095005264,0.243519598,,,0.106760423
1.104345494,-5241.711774,-35224.38221,-796.3175706,-3958.925251,-3338.51951,,0.106488148,0.431506334,0.167715548,0.106688119,0.215594239,0.064779054,0.218576205,,,0.106488148
2.924715694,1024.191085,-33669.90631,-314.7835918,-4578.07459,-2619.927484,,0.160794707,0.468849958,0.290815349,0.119920256,0.339260967,0.0178284,0.236157924,,,0.160794707
1.773379373,5016.414908,-23903.40459,726.3361426,-4612.078919,-1768.344795,,0.237661466,0.445231097,0.369246498,0.203055474,0.606639546,0.015249821,0.256993511,,,0.237661466
-9.506643605,2802.073599,-16076.03321,658.0482998,-3704.988287,-3283.005906,,0.220660442,0.213829299,0.325743593,0.269684267,0.58910198,0.084035324,0.219934451,,,0.220660442
-11.23530635,-3782.209279,-17174.33208,-693.1981344,-2289.742836,-5847.884706,,0.111154811,0.17836699,0.196388905,0.260335237,0.242077195,0.191354666,0.157179822,,,0.111154811
-10.5696079,-8826.150067,-19014.51349,-1422.034678,-1113.967928,-6457.00158,,0.048224816,0.192023329,0.097295746,0.244671094,0.054898648,0.28051474,0.142276621,,,0.048224816
-2.654209396,-8355.138807,-8136.955823,-762.5328882,-496.1427839,-5051.520452,,0.091024563,0.354402204,0.106549224,0.337263933,0.224270763,0.32736498,0.176664385,,,0.091024563
-0.843037868,-3940.154202,14538.81179,-23.23690504,-116.966222,-3656.06201,,0.1541971,0.391557123,0.193285922,0.530286463,0.414135485,0.356118281,0.210806925,,,0.1541971
-0.280766543,-245.9777903,32203.06596,174.5866379,474.4714637,-2688.194874,,0.182909075,0.403091727,0.265861637,0.680649578,0.464940187,0.400967536,0.234487632,,,0.182909075
-3.311579112,138.0364175,32299.83568,603.4375805,1258.502358,-1345.286986,,0.212252245,0.340916723,0.273405972,0.681473309,0.575076949,0.460421307,0.267344423,,,0.212252245
-3.490773466,-1320.889917,21094.38362,1222.788848,1745.844275,-250.5139925,,0.24413943,0.337240676,0.244743935,0.58608934,0.734137676,0.497376885,0.294130123,,,0.24413943
-3.162538277,-1792.085748,13196.39825,1136.133081,1570.616255,-464.3137056,,0.236781422,0.343974192,0.235486831,0.518859461,0.711882891,0.484089186,0.288899107,,,0.236781422
-0.59600117,-484.4092668,12282.84376,460.9581442,978.8255993,-834.1504845,,0.203178574,0.396624909,0.261177417,0.511083027,0.538485625,0.439213166,0.279850348,,,0.203178574
-0.552881832,1196.621911,10744.26633,-32.38667427,631.7888385,379.6138221,,0.185699879,0.397509472,0.294202922,0.497986222,0.411785657,0.412897054,0.309547397,,,0.185699879
-1.302305609,2093.931339,6452.826187,-234.456661,925.9176836,1944.840307,,0.182366896,0.382135566,0.311831445,0.461456273,0.359890391,0.435201111,0.347843634,,,0.182366896
-7.523765258,2771.579619,8971.013675,-313.8773747,1589.253217,1363.857561,,0.179028511,0.254506664,0.325144509,0.482891795,0.3394937,0.485502444,0.333628788,,,0.179028511
-6.350453071,4421.587961,24604.99925,-269.9876061,2013.798881,-232.6480409,,0.183693574,0.278576345,0.35756054,0.615972691,0.350765395,0.517696126,0.294567248,,,0.183693574
-2.46185226,7153.932083,43477.70366,-125.3410286,1954.180236,842.6078486,,0.205840038,0.358348276,0.411240117,0.776622474,0.38791328,0.51317519,0.320875424,,,0.205840038
10.66404201,9980.080263,49914.53001,179.6592407,1799.277808,4617.024814,,0.244893367,0.627616835,0.466762567,0.831414556,0.466242925,0.501428799,0.413223701,,,0.244893367
15.08998307,12103.80162,42175.00311,469.313076,2091.076124,7113.686875,,0.276681024,0.718411926,0.508485154,0.76553352,0.540631324,0.523556129,0.474309279,,,0.276681024
17.33799243,13475.62956,32959.13097,441.3958789,2815.927607,6959.509812,,0.280225389,0.764528269,0.535436058,0.687085416,0.533461678,0.578522272,0.470537044,,,0.280225389
17.01158312,14036.59468,30647.19842,646.0567462,3281.499403,6775.246297,,0.293449642,0.75783221,0.546456767,0.667405594,0.586022329,0.613827002,0.466028688,,,0.293449642
15.1994646,13186.2174,29185.75025,1285.290483,2780.204816,6909.350387,,0.326225988,0.720657863,0.529750272,0.654965335,0.750189238,0.575813381,0.469309799,,,0.326225988
11.50517341,10605.66641,20006.14884,935.7304412,1377.283072,4657.570087,,0.289918993,0.644872058,0.47905282,0.576825979,0.660415829,0.469428556,0.414215719,,,0.289918993
-0.168481247,7307.544537,6189.873689,-349.2754038,-17.0228486,1332.655368,,0.195275089,0.405395182,0.414257984,0.459217947,0.330402839,0.363697077,0.332865367,,,0.195275089
-3.055712777,5054.471964,-2238.186614,29.25010667,-420.9373131,1797.429157,,0.20869475,0.346165642,0.369994166,0.387475921,0.427615109,0.333067878,0.344236941,,,0.20869475
-3.253682076,4367.662886,-3241.487668,2022.098622,329.6192307,4872.120319,,0.326229221,0.34210444,0.356501129,0.378935539,0.939415036,0.38998326,0.419465097,,,0.326229221
5.999725669,3544.497763,-5236.002508,2258.004585,1425.245164,3817.329974,,0.3331841,0.531931641,0.340329243,0.361957666,1,0.473065565,0.393657649,,,0.3331841
6.107383424,310.0122968,-14729.96421,340.4680922,1786.211075,-1688.942255,,0.197244667,0.534140165,0.276784607,0.281142386,0.507541577,0.500437936,0.258936245,,,0.197244667
3.831441743,-5405.71053,-27796.41623,-860.4206151,942.7955293,-4819.876338,,0.098094903,0.48745081,0.164493632,0.16991706,0.199131405,0.436480973,0.182331998,,,0.098094903
-6.438275291,-10756.01251,-36061.02447,-793.6336258,-683.446522,-3797.007237,,0.083089,0.276774733,0.059381707,0.099566384,0.216283525,0.313161568,0.207358433,,,0.083089
-9.274886506,-12485.82583,-37064.567,-935.8389011,-2234.895202,-3333.580158,,0.069425427,0.218583634,0.02539783,0.091023947,0.179762611,0.195513812,0.218697056,,,0.069425427
-10.28852693,-10190.06305,-35524.66945,-1212.846874,-3082.02107,-4514.092314,,0.059870345,0.197789509,0.070500339,0.104131989,0.1086219,0.131275491,0.189813585,,,0.059870345
-7.040421098,-6799.388988,-36089.66623,-1024.422837,-3118.903601,-4410.759134,,0.08441515,0.264422133,0.137113453,0.099322577,0.157012637,0.128478655,0.192341827,,,0.08441515
-6.238067561,-5636.385583,-37695.46145,-794.168345,-2606.375369,-3368.878766,,0.104929984,0.280881855,0.159961794,0.085653595,0.216146199,0.167344135,0.217833409,,,0.104929984
-5.442645614,-7093.298907,-35499.59165,-744.3159209,-1904.606091,-3446.015335,,0.10162568,0.297199381,0.131339305,0.104345458,0.228949213,0.220559933,0.215946116,,,0.10162568
-4.221236928,-8446.153773,-27600.54944,-860.9224432,-1368.855307,-3843.535661,,0.088514979,0.322255728,0.104761145,0.171584334,0.199002527,0.2611864,0.206220027,,,0.088514979
-3.764973143,-6986.614837,-19118.96118,-1387.132321,-1322.770674,-3680.843232,,0.065363825,0.331615661,0.133435218,0.243782006,0.063862211,0.264681039,0.210200606,,,0.065363825
-3.640887221,-3110.889051,-18030.9152,-1558.095165,-1890.824709,-3598.730545,,0.07166067,0.334161197,0.209577648,0.25304376,0.019955828,0.221604988,0.212209648,,,0.07166067
-6.565616706,-57.87804212,-25443.47172,-336.4807772,-2742.868772,-3017.817842,,0.154097219,0.274162413,0.269557041,0.189945988,0.333688733,0.156993716,0.226422781,,,0.154097219
-5.068736669,-557.3443692,-31453.81955,980.0986118,-3101.292,-1860.095217,,0.229122136,0.304869862,0.259744536,0.138784212,0.671810387,0.129814159,0.254748663,,,0.229122136
-1.866833448,-3914.436508,-23966.14403,447.5834614,-2224.930159,-2108.257383,,0.185018413,0.370554672,0.193791171,0.202521418,0.535050762,0.19626947,0.248676904,,,0.185018413
7.302298091,-6584.451559,-2020.895149,-774.3082221,-68.60414023,-2936.879525,,0.103421193,0.558653005,0.141336109,0.389325567,0.221246642,0.359785622,0.22840309,,,0.103421193
10.71755601,-5644.592612,22345.7772,-397.6491924,2508.191516,-1341.286956,,0.1327889,0.628714637,0.159800559,0.596741555,0.317979566,0.555186366,0.267442292,,,0.1327889
12.64119812,-1614.217169,36048.23943,832.3482087,4296.628846,975.7777193,,0.224491316,0.668176812,0.238981234,0.713380779,0.633865382,0.690805186,0.324133678,,,0.224491316
12.4253853,2157.305454,36120.8319,1055.033085,4648.087474,1151.979854,,0.252698358,0.663749563,0.313076491,0.713998707,0.691054929,0.717456611,0.328444798,,,0.252698358
11.8519346,2757.477465,28940.11968,896.9632381,3925.274996,1625.840915,,0.247584022,0.651985622,0.324867458,0.652874459,0.650459703,0.662645088,0.340038708,,,0.247584022
10.27305997,278.3609962,22484.02624,1256.802346,3066.882652,3011.883629,,0.261616254,0.619596111,0.276162786,0.59791837,0.742872964,0.59755242,0.373950875,,,0.261616254
4.919520344,-2689.884027,20857.7262,843.3478398,2679.398968,1070.34823,,0.221028088,0.509771983,0.217848705,0.584074845,0.636690289,0.568169182,0.326447525,,,0.221028088
3.407286145,-3725.289129,22101.77829,-566.4362324,2535.805344,-2095.484831,,0.128971125,0.478749554,0.197507157,0.594664568,0.274631969,0.557280348,0.248989409,,,0.128971125
2.967168719,-2452.110767,18787.73809,-636.3250008,1962.719964,-84.27745644,,0.135811833,0.469720852,0.222519993,0.566454523,0.256683256,0.513822765,0.298197416,,,0.135811833
4.056178099,80.5693974,5459.61602,920.1143389,710.322853,3425.059497,,0.243096424,0.492061119,0.272276977,0.453001788,0.656405329,0.41885236,0.384060007,,,0.243096424
5.418386887,3310.227839,-10602.15397,1351.886804,-596.8002534,1435.945205,,0.274789313,0.520005882,0.335726781,0.316279471,0.76729239,0.319732033,0.335392549,,,0.274789313
7.510855795,7848.243325,-11688.02385,266.5968669,-931.3198706,-1323.660519,,0.224566177,0.562931421,0.424880542,0.30703624,0.488570096,0.294365108,0.267873556,,,0.224566177
12.13783075,14090.50306,9635.126216,104.3567,151.0538888,1736.053191,,0.249225231,0.657850582,0.54751585,0.488544909,0.446903856,0.376442488,0.342735261,,,0.249225231
14.33876707,20516.77477,35759.22384,968.4383497,1955.005679,6031.864907,,0.335616184,0.703001254,0.673766254,0.710920597,0.668815818,0.513237784,0.447840451,,,0.335616184
15.91795859,23982.57614,40371.1967,1154.465183,3095.309643,6505.121101,,0.361363152,0.735397266,0.741855318,0.750179011,0.716590909,0.599708065,0.459419562,,,0.361363152
19.77108021,22126.03521,19560.71366,1044.342356,2606.369567,6598.072562,,0.347951669,0.814441366,0.705381753,0.573034309,0.688309354,0.562631296,0.461693796,,,0.347951669
17.93642184,15563.95483,-4533.17396,1076.285184,751.4456759,8312.255219,,0.328029459,0.776804631,0.576463254,0.367940341,0.696512857,0.421970741,0.503634529,,,0.328029459
13.30970253,7596.118049,-14095.59458,15.1171786,-1171.997603,8116.062555,,0.235813988,0.681890714,0.419927294,0.286542319,0.423985515,0.276114298,0.498834303,,,0.235813988
-2.541239003,1641.630422,-16807.14075,-1292.192424,-1859.408625,5957.306608,,0.132449136,0.356719713,0.30294555,0.263460873,0.088244512,0.223987298,0.44601624,,,0.132449136
-6.426321666,-1146.471364,-27507.55446,-494.0543139,-990.1105993,5373.54621,,0.164303517,0.277019954,0.248170559,0.172375933,0.293220969,0.289906953,0.431733434,,,0.164303517
-6.777667318,-2029.786592,-39794.95711,1295.594985,610.506686,5091.805425,,0.260278722,0.269812343,0.230816965,0.067782096,0.752835622,0.41128321,0.424840111,,,0.260278722
5.453608206,-2906.965391,-32844.8066,1436.485459,1697.953799,1293.737166,,0.254027129,0.520728422,0.213583928,0.126943737,0.789018872,0.493745307,0.33191316,,,0.254027129
5.384925015,-4601.901183,-4715.119527,374.8788666,1567.070333,-4076.629047,,0.172668796,0.519319435,0.180285254,0.366391569,0.516378893,0.483820296,0.200516954,,,0.172668796
2.065201135,-6629.943125,18761.25427,-346.4000022,476.0104043,-6068.424392,,0.118480302,0.451217617,0.140442383,0.566229085,0.331141295,0.401084235,0.1517839,,,0.118480302
-12.96823495,-8105.896985,15790.75181,-650.8857012,-708.5280786,-5003.419383,,0.098424487,0.142817169,0.111445823,0.54094333,0.252943801,0.311259611,0.177841269,,,0.098424487
-16.44100336,-8610.059602,-2870.420422,-755.4575158,-1245.823244,-4865.213077,,0.090912072,0.071575749,0.101541055,0.382094168,0.226087848,0.270516032,0.181222749,,,0.090912072
-16.81574803,-8390.995608,-9260.255648,-895.601934,-1012.959837,-6080.96302,,0.080544666,0.063888124,0.105844782,0.327702088,0.1900962,0.288174275,0.151477118,,,0.080544666
-9.962014389,-8055.5873,3988.134949,-1176.458381,-441.2182411,-6076.880692,,0.066165535,0.204487686,0.112434206,0.440476126,0.11796713,0.331529957,0.151577,,,0.066165535
-7.236373939,-8006.54221,15579.25083,-991.6659921,-78.23399909,-4952.668479,,0.079863029,0.260402297,0.113397745,0.539142974,0.165425194,0.359055381,0.179082986,,,0.079863029
-4.50835142,-7857.666476,6683.385233,-724.3927557,-194.3490853,-5030.472633,,0.095230522,0.316365774,0.116322555,0.463418857,0.234065846,0.350250269,0.17717936,,,0.095230522
0.638956706,-6432.77112,-13150.38151,-1297.290069,-694.7640321,-5981.115751,,0.066212693,0.421959208,0.14431602,0.294588239,0.086935344,0.312303351,0.153920071,,,0.066212693
1.561350145,-2937.982035,-20234.30855,-1253.491491,-1280.356166,-5365.56045,,0.084500714,0.440881465,0.212974576,0.234287854,0.098183619,0.26789737,0.1689808,,,0.084500714
0.675745729,1403.075411,-9718.969039,619.6316185,-1640.886334,-3475.209045,,0.212320213,0.422713909,0.298258903,0.32379739,0.579235874,0.240558041,0.215231836,,,0.212320213
-6.666613986,3347.749224,-1574.8775,1758.258153,-1557.632858,-3121.530499,,0.28499381,0.272090524,0.336463925,0.393122195,0.871655981,0.246871227,0.223885254,,,0.28499381
-7.679297814,382.4295407,-12311.61604,228.2683759,-957.1784553,-4599.74111,,0.183117546,0.251316023,0.278207315,0.301728048,0.478726639,0.292404228,0.187718024,,,0.183117546
-7.011057624,-5976.062461,-31360.39476,-1586.94327,20.37602375,-5034.888625,,0.054461585,0.265024504,0.153288509,0.13957947,0.012547107,0.366533068,0.177071314,,,0.054461585
-1.133854341,-10336.52106,-33339.12305,-1331.333173,997.4473316,-3220.917516,,0.056248144,0.385591227,0.067623028,0.122735976,0.078192453,0.440625269,0.221453562,,,0.056248144
0.252572831,-8097.016489,-9334.921048,36.94658784,1504.87979,-1213.58855,,0.147605426,0.414032812,0.111620289,0.327066515,0.429591707,0.479104331,0.270566676,,,0.147605426
0.676260633,-337.6041431,22838.85136,770.9889066,1291.362951,-321.9571046,,0.222582531,0.422724472,0.264061548,0.600938742,0.618107192,0.462913156,0.292382132,,,0.222582531
-2.333275863,6619.205545,39963.38085,739.6038321,569.0492554,636.5027518,,0.251594508,0.360985931,0.40073489,0.746707567,0.610046931,0.408139455,0.315832672,,,0.251594508
-1.979859397,7214.160226,37274.96849,1014.115173,-73.81942117,1950.536889,,0.273056493,0.368236023,0.412423358,0.723823043,0.680546461,0.359390142,0.347983012,,,0.273056493
-0.733985171,2056.77793,27179.23762,1955.66157,-105.5774608,1795.054601,,0.304578435,0.393794263,0.311101529,0.637885334,0.922352787,0.356981901,0.344178843,,,0.304578435
4.066684017,-3181.444507,20156.72947,2169.331581,506.3973638,-26.51961153,,0.29031531,0.492276641,0.208191517,0.578107764,0.977227152,0.403388505,0.299610571,,,0.29031531
5.102995481,-4096.282889,14834.91748,872.316436,1256.828695,-962.6394008,,0.211294528,0.513535847,0.190218621,0.532806999,0.644129954,0.460294392,0.276706623,,,0.211294528
5.037268333,-1878.523998,6546.776941,-195.0565204,1552.534325,-58.04368738,,0.162939381,0.5121875,0.233788667,0.462256008,0.370009067,0.482718017,0.298839275,,,0.162939381
0.278477396,-852.9707904,-1879.977893,136.7010178,1274.816323,729.6411051,,0.187879539,0.414564226,0.253936665,0.390525094,0.455210468,0.46165841,0.318111479,,,0.187879539
0.704103811,-2487.30694,-2647.110291,438.4264081,930.5886395,1333.977289,,0.199882225,0.423295655,0.22182853,0.383995047,0.532699063,0.435555313,0.332897711,,,0.199882225
2.723096772,-3260.687364,6447.157065,94.13138523,1214.839032,4565.413216,,0.186482574,0.464713886,0.206634714,0.461408016,0.444277808,0.457110278,0.411960926,,,0.186482574
10.71821801,905.487922,18540.03697,440.1306868,2350.085447,9913.917218,,0.237642209,0.628728218,0.288483309,0.564346021,0.533136753,0.54319704,0.542822231,,,0.237642209
12.63888012,8892.217878,24827.27099,1318.688059,3798.282731,12492.43558,,0.326350258,0.66812926,0.445390445,0.61786473,0.758766346,0.653015149,0.605910578,,,0.326350258
