time,demand,KW1,KW2,KW3,KW4,KW5,KW6,KW7,KW8,KW9,KW10,KW11,KW12,KW13,KW14,KW15,KW16,KW17,KW18,KW19,KW20,KW21,KW22,KW23,KW24,KW25,KW26,KW27,KW28,KW29,KW30,KW31,KW32,KW33,KW34,KW35,KW36,KW37,KW38,KW39,KW40,KW41,KW42,KW43,KW44,KW45,KW46,KW47,KW48,KW49,KW50,KW51,KW52,KW53,KW54,KW55,KW56,KW57,KW58,KW59,KW60,KW61,KW62,KW63,KW64,KW65,KW66,KW67,KW68,KW69,KW70,KW71,KW72,KW73,KW74,KW75,KW76,KW77,KW78,KW79,KW80,KW81,KW82,KW83,KW84,KW85,KW86,KW87,KW88,KW89,KW90
2017/9/11,192.4555556,53948,30418,13639,10198,4313,7419,8826,3802,258648,13571,31373,17543,12892,7204,8482,155654,7444,25678,9376,6222,3339,63898,13798,20407,4965,3196,2205,59090,13029,25809,11949,6556,128197,4431,40258,2790,38924,10629,5748,4650,48523,11216,2548,32485,2777,30775,13947,38293,11143,12685,9809,6669,150700,4367,2914,83144,5761,2961,40336,7981,3321,43252,13320,6369,3672,3937,2203,35864,3309,22687,13633,10889,41868,4595,48509,7365,6083,3284,4706,3348,2296,74033,3021,38438,20552,32839,16683,27047,26137,18674
2017/9/21,192.4311111,64194,31140,13957,11511,5065,9088,9175,3857,221905,14921,34428,22424,13726,8076,8941,153785,8818,26028,11134,7558,3600,65240,13358,24614,6147,3757,2402,62091,14066,30025,12589,6890,129936,5262,39682,3798,39943,10920,6538,4977,51117,12094,2863,33827,3116,31478,14813,39987,12340,14256,9640,6241,146806,5351,3111,81002,6808,3774,40302,8044,4379,41815,14727,8645,5338,4581,2377,37997,4582,23476,13547,12630,44556,6970,49218,8111,6892,3535,5014,3366,2264,69730,3502,36394,22022,29744,16434,28093,26313,18583
2017/10/1,201.8624691,86408,33408,18634,16211,5140,8875,9767,5345,225775,17982,36024,34022,22045,9052,9994,158989,9800,57068,11276,9211,4952,73636,11039,37939,7842,6165,2953,62942,17093,36840,22688,8827,138158,6239,41331,5509,45014,17276,8961,7705,56845,17787,4834,38480,4582,32813,16629,41825,16214,19095,10115,7814,143163,7650,3196,77903,9690,6045,47298,10477,6800,50524,27359,9055,7278,7753,3162,44948,6655,30438,21116,9761,50248,8982,50594,8920,8954,3698,7017,3592,2307,68596,5684,37549,28880,31785,16715,30644,26853,20113
2017/10/11,202.1528395,40572,17901,11591,7825,2852,5265,8252,3222,203232,13305,19467,14819,12213,6549,8263,126207,5436,18300,6025,5301,3358,63239,12210,18826,3928,3003,2467,55103,10621,19086,11429,6273,110970,3581,40589,2535,35850,9954,5178,4587,41662,9416,2548,30042,2299,28674,13013,24914,9552,11192,8608,5824,126474,3374,2658,73713,4775,2168,40885,6242,2261,35493,10852,3931,2933,3095,2026,31353,2505,25846,8283,4540,29262,3644,45594,5364,5774,2644,3718,3135,2373,65393,2845,33214,19553,26475,18556,25907,23405,16742
2017/10/21,200.0646914,46165,17985,12778,9595,3013,5284,8628,3336,224106,15182,21560,17028,14085,7168,9646,130006,5944,19349,6556,6529,3647,65129,12743,26540,4480,2962,2435,57001,11427,20609,12737,7374,111837,3643,43645,2704,39649,10142,5459,4830,43484,10276,2771,32020,2440,29609,15214,26078,10581,12311,9185,6320,125412,3915,2784,75934,5040,2574,45426,6559,2531,36117,12069,4289,3425,3683,2274,32811,2686,25790,7974,4677,28851,3289,47675,6240,7285,3060,4548,3504,2548,66662,3266,34385,20796,26941,18353,26735,24982,16447
2017/11/1,189.9881481,43185,14979,11625,8805,2599,4489,7555,3040,185604,12955,19437,15475,11228,6091,7947,116953,5274,15657,5400,5393,3028,55040,11657,18827,3520,2646,2064,50186,9931,18029,10464,5816,104636,2680,34825,2090,33873,6014,4001,3698,38101,9037,2239,28330,1890,26667,12081,22513,9458,11121,7886,5396,109916,3325,2495,68539,3705,2397,39904,3765,2624,32418,9794,4155,3082,2810,2042,29548,2257,21129,4153,4312,26776,2644,39870,4999,5917,3008,3839,3119,2370,60627,2319,30437,17399,23943,15693,23918,22020,15625
2017/11/11,187.3503704,38162,13569,10748,9798,2484,4197,7368,2974,181364,11847,17403,13899,10703,5664,7252,116788,4623,14228,4756,4759,2867,55608,11304,15670,3081,2400,2016,48907,8488,15821,9594,5555,102279,2373,36724,1612,33368,4665,4237,3181,37384,8053,1907,26400,1727,26209,10756,19139,9079,10376,7467,5131,108025,3042,2256,68706,3009,2160,38116,3071,2219,31631,5881,3917,3056,2620,2017,30623,1956,21430,3017,3889,24472,2096,43013,4155,5018,2597,3281,2758,2369,59626,2031,30150,17292,22341,14511,23983,21793,14770
2017/11/21,186.5414815,37638,13312,11037,10018,2454,4410,7348,2936,177931,12002,17278,13239,10506,5638,7270,116752,4191,13809,4503,4287,2880,51753,10944,14995,3053,2267,1967,46602,8080,15261,9113,5182,96986,2503,35841,1688,33210,4321,4122,3387,37437,6795,1913,27166,1665,26523,10813,18344,8620,10616,7242,5370,109037,2999,2537,88853,2984,2118,34520,3018,1998,29336,5264,3836,2872,2525,2013,27148,1958,21515,2659,3763,23906,2273,40098,4088,4439,2508,3281,2849,2247,59728,1978,29819,17004,24139,14648,23225,21588,15113
2017/12/1,190.0004938,35645,13725,10816,9868,2374,3992,7273,2839,178711,11738,16627,13649,10599,5490,7056,114587,4109,12571,4336,4273,2641,48092,8889,14394,2969,2387,1871,45251,8144,14793,8973,5045,90712,2295,32265,1682,31009,3993,3770,3140,36600,6838,1835,26156,1577,24788,10735,18428,8504,10497,6941,4867,109208,3287,2559,60928,2958,2269,33010,2869,1603,27106,5409,3814,3204,2608,2085,26559,1937,19528,2535,3637,23092,2170,37916,4130,4806,2374,3401,2787,2253,58399,1797,28648,15865,22358,14138,22305,20312,14416
2017/12/11,191.0201235,34885,13854,10919,9939,2453,3880,7460,2674,173624,11304,17777,12179,10330,5271,6722,171126,4062,9816,4181,4014,2582,50510,9626,14867,2739,2225,1725,47081,7150,14561,8119,4669,89711,2269,34504,1640,32740,3792,3431,2726,37818,6050,1609,26071,1635,26547,10180,17994,7505,10032,6576,4582,105274,3011,2394,65078,2846,1837,33463,2469,1598,27164,4934,3528,2772,2326,1886,25982,1852,21393,2534,3491,22104,1987,47512,3938,4148,2290,3032,2664,2035,60291,1845,30134,16461,23817,15340,23320,21126,15197
2017/12/21,192.0393827,46844,19113,13471,15470,3585,6358,8245,3553,196535,14066,21474,16812,13236,6585,7359,140152,5974,11941,5954,7675,3079,57858,10040,19739,3756,2990,2052,52339,10274,18792,11287,5956,101262,2887,35938,1987,34829,4829,4478,3037,43615,7643,2228,28784,1929,27795,13218,23000,9971,12014,7821,5331,116158,4015,2837,69747,4178,3075,36724,3552,2175,31219,8180,5421,4034,3454,2315,29792,2556,22331,3136,4723,27045,2718,45977,4733,5616,2817,4146,3041,2198,66146,2540,34614,18069,24258,16921,26669,23845,16224
2018/1/1,193.491358,35256,14558,9927,10102,2451,3108,6212,2781,193887,9424,16523,11188,9837,4823,5498,142574,4546,7371,3919,5237,2383,59552,9836,11266,2666,2120,1665,56224,7065,13346,7577,3999,97599,2109,34638,1515,36808,3846,3122,2351,46123,4370,1837,28245,1449,27054,9063,17533,7554,9608,6100,4311,108574,2808,2328,67375,2912,2014,32988,2890,1623,28100,7428,3242,2408,2470,1904,26384,2003,20112,2368,3417,23023,2094,40590,3616,3815,2068,2874,2372,2040,90689,1820,33090,17282,23372,15722,25760,25976,15694
2018/1/11,194.1850617,40562,16347,11000,10112,2585,3992,6969,3108,222004,10930,17811,12578,10854,5922,7263,136687,5520,8091,4537,6155,2573,59507,9271,11661,3042,2207,1772,56852,8237,15068,8679,4578,107708,2275,36434,1618,37790,4790,3290,2463,44065,3877,1880,27092,1565,27415,10395,19304,9063,10494,6368,4310,115701,3014,2625,66216,3342,2199,34147,2987,1711,28374,9387,3722,2638,2663,1763,28548,2073,20517,2598,3738,24203,2150,42017,3990,4330,2262,3245,2917,1940,71536,2050,32947,17535,24380,15658,25721,23430,15801
2018/1/21,194.5535802,40843,17365,11666,10570,2737,4309,7439,3351,243194,11659,19552,12213,11052,5165,6705,157393,5134,6686,4759,5017,2658,66845,11516,11714,3036,2140,1781,66251,8406,15839,8723,4594,116418,2428,41954,1766,42325,4765,3307,2599,48446,3854,1810,32921,1718,33077,11136,20947,9111,11189,6866,4715,142941,3021,2412,72138,3229,2033,39622,3137,1912,33135,6334,4292,2842,2859,1999,30976,2198,24061,2701,3910,26000,2453,47894,4111,4320,2308,3099,2931,1975,84013,2240,38053,19940,35287,17539,30444,27183,17809
2018/2/1,191.8803704,37285,18002,11015,8721,3860,4832,6404,3105,194228,11257,21013,11381,10504,4866,6063,122589,5415,7350,5699,5716,2449,51045,8242,13539,3075,2542,1724,46099,9197,16212,9049,4448,85691,2391,33404,1781,35277,5777,3453,2561,41128,4096,1897,26238,1763,25827,11065,21340,8922,10315,6121,3858,104171,2988,2166,57504,3361,2051,29228,3489,2222,27554,8703,5212,2902,3305,1828,26430,2299,20388,2556,3960,23350,2542,40583,4118,4307,2408,3070,2514,1742,60965,2369,31093,17637,22351,15030,26605,23166,15310
2018/2/11,193.6359259,67216,27005,13803,11997,6761,9719,7790,4648,180315,17005,37132,24643,15616,6714,8141,150414,14809,14194,10215,10979,3267,53831,6107,27217,6944,4232,1970,46853,14217,25748,14998,6805,102522,4071,29735,2872,32282,14738,7427,4209,52784,9476,5142,27680,3260,23089,16024,34909,13447,15015,7857,5215,108943,6181,2483,59353,7869,5269,30089,7957,4748,29639,26116,8462,6248,7343,2422,34385,6345,18137,6685,6394,31347,7783,36874,6623,7135,3520,4455,2711,1609,50196,3490,29472,19856,21366,15151,26887,21441,16077
2018/2/21,197.1037037,36544,13967,9236,6045,3263,4817,5788,2650,192313,10021,18839,13251,9600,4741,6263,130501,9259,7049,5496,10095,2383,54021,6476,17242,3612,2966,1571,50942,8203,14345,9391,4688,103215,2739,32726,2363,104199,13453,5590,2797,50646,7454,2819,25667,3037,24068,10522,19754,8245,9166,5688,3953,116373,3154,1881,64638,6425,1917,31246,5955,2030,28496,10954,3530,3165,7272,1581,26882,4499,19164,4957,4086,24480,5372,38922,4571,5000,2040,3417,2093,1727,56739,2853,36076,18944,21702,16512,23808,23114,15848
2018/3/1,206.5459259,43250,15373,11333,8716,4362,6515,6912,3313,224458,12351,20260,15700,11854,5882,7083,150167,11658,10179,7087,13092,3076,66880,8990,16781,4219,3575,1986,59128,10484,18373,10965,5283,115766,2958,40368,2107,40609,17737,6602,3415,63591,7521,3075,30937,3010,29395,11855,25529,8600,11364,7026,4542,142026,3601,2569,81068,6792,2618,39508,5444,2199,36172,11305,3466,3105,5117,1850,32839,3019,25184,4392,5347,28964,3166,47411,5599,6124,2512,4231,2811,2120,69188,3271,37085,20017,25403,17365,25350,25305,16979
2018/3/11,210.2414815,46010,17493,12056,8748,5444,8267,7608,3691,248977,13009,21983,17621,12235,6650,8205,157314,12252,10314,8960,15942,3568,75791,9014,19000,4818,3336,2019,64912,11798,20747,11672,6197,126490,3078,40581,2256,40609,21582,8635,4010,75182,9945,4302,33329,3360,31381,12912,28182,10107,12370,9046,5584,156503,3918,2633,88868,8337,2517,42155,6023,2233,37494,11673,3850,3488,5256,2079,35300,3290,24615,5086,5960,32784,3377,51743,6268,7102,2751,4677,2976,2313,75522,3778,38427,21278,27377,17444,25571,25577,17238
2018/3/21,212.4525926,56802,22561,13898,10122,7385,11213,9182,4463,266161,15724,28271,22224,15694,8460,10695,176645,17203,15147,12083,26410,5186,88604,9480,29280,6563,4419,2474,78616,14223,25860,14505,7820,142069,3699,43122,2692,43828,27443,11122,5352,92725,12063,5400,39594,4718,39026,16194,35170,11826,15536,11625,6878,176962,4901,3295,94147,9451,3471,45755,7666,2631,41545,14122,4848,4361,7739,2588,40129,3855,26691,6843,7939,39365,4072,52091,9125,9074,3442,6138,3764,2549,79553,5136,57287,24409,28556,19598,28917,28319,19266
2018/4/1,212.531358,60443,24646,14480,10013,8759,11959,8719,4472,250766,16857,31480,26064,17560,8617,9749,170373,16062,14538,11729,24986,4769,83390,8500,33664,7788,5810,2475,74253,15567,28583,16723,8305,141600,4135,40920,3137,41807,28505,10140,5574,87964,12883,5899,39494,5654,35005,16738,37008,11934,16911,11024,7222,170849,5520,2966,88426,9773,4292,46414,9671,3525,42989,16615,5755,5133,7942,2700,40925,4857,25950,8054,9497,42259,4745,47876,9514,9091,3512,6445,3265,2319,72853,5370,43252,25077,26910,18799,27215,26795,19709
2018/4/11,212.2595062,31836,23917,12853,7696,6887,9660,8292,3751,249588,13776,25530,21849,13864,7888,9357,151830,12034,10258,9089,18457,3953,84102,9143,25697,5653,4603,2166,71433,13008,23433,13091,7277,136717,3525,41545,2522,41475,20155,8778,4403,72638,11313,3860,35191,3369,33334,14943,32722,11237,13887,10900,7240,161846,4497,2766,86019,9203,3272,43614,8162,2739,41881,13110,4749,4209,6547,2295,37738,3986,27287,7365,8308,38251,3985,46993,7856,8393,3162,5306,3434,2403,73711,3863,39266,22989,27016,17734,26606,27402,18544
2018/4/21,210.9891358,28410,27144,16824,8533,10388,13431,8866,4061,258111,17694,30716,29483,18542,8392,9850,142287,13811,12928,11338,25283,4227,83133,8840,37988,8017,6202,2485,73971,15179,27219,17396,8168,145178,4788,43345,3165,42199,24328,9087,4734,72053,14045,4600,38926,4088,30838,17342,35261,14205,17098,10807,6978,166742,6418,2980,87027,11368,4727,45709,11693,4400,46418,17963,6167,5854,7821,2521,40068,5707,25659,9987,12052,50752,6195,47996,8437,9389,3748,6936,3631,2442,73125,5089,39972,25227,26890,18278,27011,27902,17199
2018/5/1,205.9508642,19153,18980,12648,4842,6172,8222,8177,3475,249955,11738,19274,18100,12136,6561,8117,139207,10086,9387,6431,14624,3360,71684,9638,22557,4967,3972,2158,69274,11331,17369,11697,6365,128127,3178,42071,2205,40242,12425,5691,3244,55207,9621,2868,33390,2751,29704,12602,25856,10978,12567,9774,5903,155508,4227,2699,81914,6757,3208,43934,7255,2633,40506,11907,3678,4028,4909,2086,36133,3609,24123,9609,7172,41872,3819,45203,5402,6428,2494,4532,3005,2190,70318,3421,38091,23015,25418,17827,27313,27194,15839
2018/5/11,204.7604938,17088,17611,12001,4518,5390,7866,7840,3460,230403,11743,17535,15629,11312,6538,7955,135789,9897,8502,5818,12717,3305,66221,9410,17493,4148,2993,2111,62384,10509,16264,10786,6531,121133,2794,42159,2022,41971,11016,4762,3094,48366,8934,2598,31586,2795,28754,11788,22939,10218,11547,9040,5727,144045,3784,2533,77527,6564,2538,41446,6494,2205,36679,10705,3082,3532,3835,1954,32311,2912,24235,9636,7050,38379,3256,47946,5836,5897,2498,4209,3362,2231,69260,2767,36518,20699,24391,16634,25708,24836,15677
2018/5/21,204.648642,19491,20677,13223,4500,6457,8995,8816,3880,257497,13547,20242,16806,12535,7263,8784,153411,10704,8842,6423,13911,3839,74234,11044,21775,4966,3504,2587,76974,11519,18803,12003,7004,137566,3089,46539,2310,44682,11701,4501,3489,52030,9229,2802,35025,2449,32956,13262,25807,11138,12755,9934,6009,161261,4204,3036,88351,6519,3009,47248,6941,2293,40813,11862,3487,3480,4506,2183,34796,3113,25298,10710,8385,41174,3304,49537,6098,6545,2905,4670,3559,2490,82818,2965,40329,23531,28732,20286,28530,28507,18807
2018/6/1,206.0720988,18924,21400,13152,2909,7462,9119,8233,3539,245364,13804,20266,16676,11887,7159,8105,137057,10695,8238,6079,14095,3520,69232,10125,21427,4309,3344,2161,62278,11132,17472,11611,6387,127489,3006,39370,2239,40857,10862,4010,3090,46999,8974,2886,31828,2347,28670,12641,25365,10492,12276,9004,5649,140858,4156,2805,78705,6267,3247,44012,7472,2256,38311,11206,3254,3188,5135,2110,32386,3166,22146,10396,8880,41951,3593,41271,5842,6768,2761,4765,3101,2195,69954,2797,36865,21384,24495,17973,25683,24617,15819
2018/6/11,207.7746914,19517,29583,15927,3751,10781,7996,8695,3853,219960,13961,24379,20658,12703,7004,8404,133874,13202,9093,7649,19149,3692,60708,8858,28249,7114,4992,2205,55251,13034,19223,14346,7000,117248,3481,38945,2276,35755,11222,5351,3117,43192,10005,4268,30026,3107,26657,17163,29468,11392,15816,9584,5998,118152,6318,2770,71125,8348,3474,41038,9003,2749,35780,14931,3918,3535,8175,2217,29138,4157,20843,18750,12037,46012,4702,35928,7019,6608,2934,4907,3142,2127,63327,3553,33947,19665,22540,16339,24438,22921,15510
2018/6/21,210.2132099,17832,28883,13487,2487,9238,3847,8226,3643,233325,11250,22045,20112,11193,6443,7549,138049,11405,8711,5766,16018,3223,55685,9542,31437,4765,3810,1958,59326,10900,17648,13921,5782,111579,2974,45257,2052,37744,8183,5325,2673,43273,8472,3542,92899,2353,30116,15041,27738,10470,16507,8393,5351,112234,4039,2470,74104,6136,2801,41447,6614,2307,34812,11306,3352,2979,4629,1863,26323,2923,20701,21476,9458,35905,3531,32582,5796,6531,3051,4487,3022,2181,65580,2704,32118,21032,24546,16070,25806,23321,16895
2018/7/1,215.1916049,19725,36053,16266,2612,7401,6366,9271,3983,229753,12398,24909,21592,13043,6871,8318,148096,9753,9327,5986,16000,3357,63007,7981,35169,5056,3833,2187,74470,11161,20612,13211,6817,122005,3217,41232,2212,42688,6269,4818,2723,43889,4503,2566,37556,2175,29851,14167,32657,12057,16606,9453,5945,149584,4586,2585,79161,4594,3416,43612,4794,2742,40524,10962,4017,4165,3790,1936,31330,2913,22150,23908,12598,50201,3793,34664,5537,7553,3649,4898,3289,2349,63718,2786,36019,18854,25622,16156,25565,24851,17403
2018/7/11,217.7490123,18912,42144,18550,3175,3604,4008,10479,4627,277784,13246,26188,27612,13721,7898,9085,158073,8594,9290,7582,16156,3783,66608,8257,35105,5405,3815,2395,74832,10694,22306,18889,7821,135153,3548,41701,2399,39805,6257,6664,2838,45761,4456,2541,36751,2194,27738,14983,34011,13963,19367,10456,6374,160515,4870,2762,86552,4674,3643,41177,5175,2961,40545,10329,4733,4834,4193,1994,32731,2913,24208,28566,13506,51418,3682,43295,6030,7412,3767,5002,3502,2403,78834,2797,36463,21220,26109,16550,24969,25311,16797
2018/7/21,219.6893827,22268,47315,21045,3384,7550,8133,11599,5183,320334,14865,28610,30708,16268,8809,10622,179280,8716,8023,8938,20142,4082,75694,9635,30242,5789,4304,2330,73490,12196,20397,37098,9328,141578,3616,46590,2647,44771,6730,6485,3121,48118,4282,2816,36626,2259,33529,15363,32098,18427,26510,11549,7187,180341,5489,3119,87329,5241,3863,44385,6381,3180,45943,7979,5297,6367,5125,2268,36127,3015,24855,29241,15209,58952,4175,43441,7045,8172,4416,5860,3873,2544,86113,3298,38795,27243,26825,18810,29091,29106,19181
2018/8/1,223.9080247,22029,44470,20168,5254,8636,9352,10687,5011,278652,14140,28366,43043,14546,8355,9723,162981,9494,7568,9851,20282,3940,70137,9862,28363,5721,4016,2312,70200,49147,18505,28330,8976,127751,3436,44229,2681,38508,6490,5223,3126,46672,4116,2699,33116,2328,29910,15491,31251,19573,26210,10885,7237,153529,5391,2826,83881,5252,4021,41014,7032,3768,44556,7855,5248,8179,4761,2197,33685,2869,22691,31102,16291,61304,4440,40361,6717,8699,4252,5553,3777,2380,76020,3228,37307,26217,24611,17981,27282,26251,18563
2018/8/11,222.4428395,19997,38516,18828,4164,8621,9018,10058,4564,261883,13991,29458,42688,15686,8327,9773,151945,9175,6327,9901,24686,4176,64339,8860,26879,6186,4443,2388,62530,39792,17795,32733,8712,132627,3413,42835,3001,36649,5613,4788,3065,45492,4097,2747,31625,2435,29376,14515,28421,19480,21734,10611,6751,113606,4915,2715,71970,5651,3956,37985,8117,4362,42751,7009,5142,9767,4638,2251,34940,2896,21885,24527,14381,51195,4530,44486,6363,9197,4095,5849,3744,2354,72628,3191,34312,25772,26257,15947,28471,21289,16886
2018/8/21,218.1891358,20280,31008,16637,2766,7878,9184,9854,4634,231327,14290,30918,32132,15503,8890,9793,144056,9686,5819,10305,24065,4398,67435,8955,21850,5652,4271,2585,60480,27369,13282,36312,8348,132737,3781,46271,3082,38761,5230,4062,3398,44536,3926,2724,32354,2625,30486,15802,19653,16990,24625,10866,6649,114192,4334,2874,71982,6033,3843,38931,11167,5489,41197,6892,3710,10495,4591,2263,34595,2934,22489,18684,15342,46166,4902,41076,7528,8918,4168,5773,3896,2552,75725,3336,35885,23091,24600,17069,28084,22839,17489
2018/9/1,202.714321,25000,22669,12792,2239,6354,8155,7322,3760,134103,11697,32672,44027,11789,6976,8047,106307,7063,2608,7214,21446,3675,58063,6867,9196,4887,3273,2242,41271,18535,7571,41953,6940,96461,3206,40565,2338,30290,4061,3113,2856,35138,3025,3545,25428,2965,23986,14848,12230,11888,32490,9059,5259,106867,3100,2487,57418,7411,3164,28405,10029,5217,30373,4270,1821,10445,4210,1870,26004,2173,18163,12777,13819,28306,6010,27685,7106,7146,3472,4539,3321,2144,60158,3045,33427,15813,19781,14192,23427,19302,14115
2018/9/11,199.2080247,11201,17383,13461,2533,7945,9786,8126,3684,164317,12090,35060,52951,11718,8157,8612,119714,7729,2762,8875,23133,4099,61595,6864,11389,5357,3512,2322,45745,22723,8693,39035,7072,100843,3513,39462,2691,30758,4232,2991,2956,38259,3079,2769,27045,2924,25349,31857,13154,12087,30429,9848,5954,113917,3378,2865,67804,7615,3525,30594,11494,4202,34174,5318,2155,9294,5937,2278,28977,2554,20005,16782,12664,30182,6364,32464,6251,7895,3575,4710,3506,2260,64117,2890,31746,16332,20124,14976,25158,20496,13024
2018/9/21,199.2376543,23525,21013,17230,3836,11490,15552,8230,4146,163674,14565,47937,76813,14645,9115,8990,136200,12554,4417,13277,33997,4245,65163,6883,18214,9346,5531,2618,51649,26195,14254,58627,7957,115141,5088,38817,3771,32905,6526,4561,3741,46394,5299,5592,29852,4691,26783,45226,18113,16242,37840,10380,6197,124579,5323,3097,69177,10080,5852,33079,14330,5694,35721,9119,3539,13924,7183,2581,34136,4095,20436,18731,17601,40545,9551,34030,8408,9911,4825,6623,3528,2202,65459,3786,38886,19010,21195,15224,26946,23007,13766
2018/10/1,211.8516049,59655,21282,19228,3749,8936,10499,8932,4684,236671,17788,30742,33580,17068,9399,9205,178434,9662,7516,9454,30126,5472,79550,6947,35958,8133,6412,3429,77266,18686,17348,39038,8595,138851,4151,43293,3726,41946,7476,6152,5541,56582,5648,3870,38641,4686,34937,40284,20885,14409,23512,10485,7326,150187,6317,3955,78567,7704,6178,42014,10000,5867,48934,10153,5357,9690,6609,3349,42291,7167,22671,12013,8607,41444,6648,39505,7257,9482,4759,7347,4106,2408,75394,3698,39098,28642,27435,18050,30866,27612,15939
2018/10/11,212.1667901,14204,13351,12325,1961,4637,5978,7564,3421,217270,11244,20849,20500,11583,7977,7953,150625,7967,4772,5960,17381,3898,63507,8182,17514,4634,3263,2521,60474,12014,15538,24316,6860,114317,2637,41785,2184,37834,4638,3607,3456,48057,4319,2690,29404,3159,28711,12657,16278,9891,15508,9416,6009,131826,3584,3254,75468,4729,2928,36095,7625,2450,36630,8760,3126,6472,3765,2321,32584,3135,20567,7422,4436,22338,3185,35352,5259,6781,3349,4627,3604,2368,72800,2118,33595,19616,24643,16964,26659,24433,12046
2018/10/21,209.2316049,18091,15932,13083,1986,3798,6749,7858,3754,200515,12050,20261,31758,12477,8427,8180,163167,7381,5503,5469,20026,4209,64266,9739,23519,4182,3292,2722,61987,9817,16940,27026,7369,125974,3008,45489,2056,41164,4852,4772,3599,42983,6045,3240,32694,3474,31432,12055,16904,9202,13044,10035,6014,130466,4390,3430,96130,4293,2893,37914,8919,2722,38046,10283,2762,7904,3537,2466,34496,3030,22807,5093,5064,22228,3866,39810,5630,6160,3771,5087,4005,2631,78119,2431,36154,21965,25588,18359,28736,27039,12510
2018/11/1,194.5828395,14365,14799,11657,1876,3450,6125,6587,3115,210740,10375,17751,21437,10966,7425,6706,139762,5624,4773,4758,14181,3467,54840,7983,14401,3286,2747,2203,51888,8344,14797,17878,6199,106718,2562,37571,1778,35093,4105,4045,3019,38457,4569,2511,27901,2581,26130,10794,13585,8380,11614,8452,5064,118404,3475,3058,73768,3529,2937,33434,6596,2282,30413,9447,2566,6316,2997,2109,29026,2326,19393,4157,3615,18459,2630,34669,4310,5940,2822,3993,3134,2185,67752,2037,31239,17419,21206,15342,24017,23460,11696
2018/11/11,191.494321,14082,13443,11273,1679,2906,4554,6897,2989,172481,10407,17684,15128,10576,7020,6663,136962,5286,4435,4849,11397,3387,53330,8114,12185,3070,2498,2167,51050,7438,14220,15173,5552,104656,2549,39423,1755,37007,3880,3501,2841,39605,3878,2150,26172,2001,28430,9794,12658,8070,11026,7826,4812,134079,3088,2973,74784,3040,2573,33546,5514,2089,35075,6181,2552,4834,2947,2121,30956,2257,19924,3042,3613,18383,2522,37569,4115,5248,2718,3785,3162,2145,67303,1843,31480,16303,20430,15348,24189,22087,11420
2018/11/21,191.5028395,15073,14473,11919,1860,4448,5799,7460,3256,172179,10887,18239,14598,11183,7279,6924,133822,5683,4551,5193,12061,3432,54004,9266,11919,3083,2593,2236,52992,8508,15444,12956,5889,105079,2682,41272,1841,41746,3621,3276,2900,39678,4149,2257,28280,1983,28128,10596,13238,8227,11628,8939,5153,107001,3402,3252,75026,3525,2455,34464,5749,1751,32672,7219,2798,5403,3226,2319,32431,2290,20159,2953,3894,19406,2599,39171,4308,5531,2783,3956,3301,2197,67711,1848,31678,16619,22487,15323,23774,23721,12446
2018/12/1,198.7382716,12516,12923,10770,1738,4767,3569,6741,3382,167796,9736,17864,10600,10555,6512,6374,135046,5100,4440,4919,7890,2915,54504,8974,9304,2670,2254,2163,48767,7072,11388,11481,5142,103794,2502,37476,1712,34323,3095,2943,2718,37694,3262,2064,26309,1667,26319,9443,11893,8396,10779,8749,4568,121097,3051,3097,72582,2873,2365,33578,3204,1620,32857,4407,2326,3883,3022,2140,29854,2041,20231,2854,3512,17622,2185,33832,3656,3798,2530,3460,3033,2039,68364,1532,31633,16751,22101,15549,23214,22326,11997
2018/12/11,201.8434568,14973,12918,10950,1876,4618,4676,6919,2965,149441,10391,18266,11176,10722,6437,5953,168741,4633,4138,4795,7894,2902,53455,8831,9801,2782,2387,2056,48817,7025,13186,9872,4907,91634,2518,36259,1679,35798,4079,3239,2801,36819,3560,2187,26878,1627,25931,10694,12995,7930,11466,8887,4564,118745,2949,2849,63550,2956,2289,32061,3409,1712,29597,4177,2446,3881,3047,2012,27273,2006,20326,2557,3524,17219,1979,36003,3930,3942,2629,3599,3099,2210,62079,1703,30215,15267,25909,17007,23133,22779,11490
2018/12/21,204.9482716,17809,17129,13324,2421,6556,7414,7974,3547,168041,12506,21159,13431,12877,7897,6820,145253,7295,5299,5937,10396,3119,57801,10295,13248,3300,2959,2128,57391,10316,17363,11616,5770,110007,2752,40523,2068,42549,4957,4623,3160,42639,5111,2914,31800,1767,28051,12691,15405,9954,12862,9650,4966,132124,3428,3155,68675,3707,2711,35267,3879,1962,30938,5962,3238,4627,3663,2332,30955,2344,21602,3188,4064,19937,2549,39977,4412,4822,2999,4217,3229,2189,62633,2045,32741,16758,24081,16143,25981,25502,12894
2019/1/1,210.4690123,14639,13754,11113,1941,5701,4072,6330,2853,162072,10687,18116,10703,10470,6314,5347,121753,5122,4465,4758,7064,2720,55389,9907,10973,2667,2382,1987,50778,7882,13380,9492,4333,96708,2599,38965,1698,35519,4209,3867,2566,42284,3690,2275,27971,1556,27224,11271,13566,7739,10758,7154,3865,99737,2808,2589,62406,2894,2080,29802,3091,1691,27483,5779,2576,3677,2784,1888,27305,2015,19442,2704,3483,17128,2457,52008,3620,3984,2373,3360,2850,1951,57544,1667,31222,15891,22522,15151,24963,23501,11846
