time,demand,KW1,KW2,KW3,KW4,KW5,KW6,KW7,KW8,KW9,KW10,KW11,KW12,KW13,KW14,KW15,KW16,KW17,KW18,KW19,KW20,KW21,KW22,KW23,KW24,KW25,KW26,KW27,KW28,KW29,KW30,KW31,KW32,KW33,KW34,KW35,KW36,KW37,KW38,KW39,KW40,KW41,KW42,KW43,KW44,KW45,KW46,KW47,KW48,KW49,KW50,KW51,KW52,KW53,KW54,KW55,KW56,KW57,KW58,KW59,KW60,KW61,KW62,KW63,KW64,KW65,KW66,KW67,KW68,KW69,KW70,KW71,KW72,KW73,KW74,KW75,KW76,KW77,KW78,KW79,KW80,KW81,KW82,KW83,KW84,KW85,KW86,KW87,KW88,KW89,KW90
2019/1/11,211.7608642,14932,16328,11456,1969,5105,4537,6625,3026,157638,11227,19549,11739,11289,7442,5961,113730,6166,5053,4849,6327,2633,50397,9693,11639,2869,2388,1810,47682,8303,14360,10035,4568,91061,2327,38024,1786,36553,4741,3778,2672,39722,3765,1971,28064,1567,25514,11290,14310,7651,11342,7232,4072,94895,3166,2607,59756,3118,2422,29947,3226,1576,27559,6693,3029,3893,3031,1835,27531,2037,18926,3012,3663,17741,2605,39256,3925,4172,2482,3573,2768,1857,58403,1693,30078,15006,21018,14432,24163,22619,11364
2019/1/21,211.2401235,16127,24486,12847,2058,6385,6611,7166,3393,192701,13135,24363,15550,12396,7114,6000,134634,8376,6990,6594,9093,2883,49074,10041,18494,3610,2756,2069,53955,12044,17426,11789,5141,104176,2675,40651,2170,44123,7248,4991,3248,48645,4074,2408,34049,2035,31423,14358,19782,10091,13115,7808,4223,99231,3881,2876,66542,3869,3085,31600,5635,2207,30770,11430,4208,4418,3884,2362,29972,2857,20192,4604,4711,23087,3770,43854,4720,5544,2690,3881,2881,1941,68908,2191,34695,19970,25908,17724,30578,29921,15814
2019/2/1,204.2574074,14907,31796,15470,2532,9437,8913,7727,3880,153632,22812,34727,27049,18320,7735,7182,153829,11078,11499,9140,17863,3513,56082,7697,29149,7143,4097,2119,50260,14987,21392,47525,6803,95089,3396,31904,3300,37698,16112,9118,5239,54889,8902,4213,29833,3589,26681,16578,26779,13849,16591,8513,4815,98997,6935,3187,60936,8049,6390,31885,11388,3550,34702,23452,6164,7293,8836,2993,34918,6691,17192,7781,6022,30157,9589,46223,5667,7574,3120,4675,2479,1638,49551,3438,28864,21594,22067,17120,31352,26825,18050
2019/2/11,203.5985185,11397,16073,11479,1935,4401,4854,6692,2899,154278,12055,20179,14257,12802,6667,5911,147485,7631,6646,5853,12490,2847,65998,10634,16575,5068,3168,2077,58922,9615,14238,28094,5196,100529,2289,44477,2589,51749,11250,8091,3885,55475,7037,3010,31948,2442,32892,11534,14738,9309,11344,7621,4075,115849,3572,2649,75214,5506,2743,36638,6805,1621,38679,9636,3161,3301,6433,2220,31857,3329,22557,5270,4051,26642,7010,53659,4541,5744,2382,3949,2855,1923,67029,2362,34891,20735,26207,18104,30520,31003,19639
2019/2/21,204.6140741,9199,12092,9280,1541,3235,4573,5314,2189,115482,8986,14135,10753,9235,5158,4468,110595,5804,5343,4616,10374,2325,49581,7700,10546,2716,2149,1703,42896,7818,11374,8755,3882,82196,1699,34808,1670,34626,9560,4616,2785,47399,5445,2235,25581,1861,26929,10962,10910,7409,10842,6090,3436,73386,2609,2123,63397,2963,2353,30819,4880,1339,30895,7317,2430,2350,2479,1535,25963,2223,18643,3478,3441,21238,2756,38088,3343,4493,1901,3085,2283,1681,50418,1627,26707,15194,19716,13047,21335,23952,13343
2019/3/1,210.8314815,11056,14998,11645,2193,4655,6381,6923,2630,132824,11608,18200,15137,11751,7108,6186,98769,8618,7368,7399,15808,3159,45764,9203,13291,3007,2819,2002,49388,11122,15859,13629,5387,110153,2149,39557,2031,41430,17227,7186,4173,65973,7538,3121,31914,2371,31281,11861,15329,9761,12299,8226,4613,67012,3286,2778,77117,3599,3136,37402,3846,2045,38362,8361,3588,3444,3248,2117,31945,2642,21302,4675,4836,27590,2749,43450,4845,6532,2737,4510,2955,2147,59805,2064,32058,19039,23775,15423,24982,25772,15779
2019/3/11,212.5503704,12800,17114,12264,2387,6623,7907,8023,2810,137645,12512,21432,18285,12860,8213,7617,115238,10735,9162,11143,23762,4127,63044,9515,17260,3215,3244,2587,51663,11850,17842,16677,6527,130871,2234,39686,2149,44158,23895,9688,5348,76335,9391,3730,34041,2566,32296,12965,19642,10348,13672,8820,5086,97317,3707,3041,79583,3895,3650,39924,4533,2590,38692,9314,4291,4326,3715,2208,33019,2506,22497,5579,7063,32746,2992,45327,5332,7659,3324,5042,3141,2215,54337,2292,33504,18945,27317,16618,25868,26330,16543
2019/3/21,213.2981481,14325,20714,14245,2860,8578,10809,9436,3150,156128,16090,24818,24869,17362,10841,8579,156361,12518,11413,11799,27951,5582,99514,10127,24006,4079,3868,2998,57495,14320,20913,18640,8833,173832,2821,43825,2450,253881,25012,13803,7363,93621,11403,3788,38966,3125,39029,18500,25881,12489,17695,11776,6109,140469,4560,3713,86865,6535,4914,46719,7249,3188,44738,11077,4663,5704,4871,2737,37751,3086,22843,8489,7764,37545,3583,48565,6776,9758,3944,6270,3550,2404,68428,2744,39182,19702,33787,17365,27538,28367,17932
2019/4/1,210.6037037,14721,25554,15877,3427,7114,13791,8803,3074,144948,17935,26195,29656,23195,9899,7938,150956,12001,12425,10351,32259,5304,92119,9382,29073,6008,5879,2594,66569,16031,22206,26340,8257,153416,3005,42857,2727,48079,19280,23388,7375,86514,12871,5379,41797,5202,38898,22120,27488,14383,21773,10196,5826,141095,5595,3379,77849,8723,6065,45022,8544,4040,46217,12652,5252,6560,7235,2571,38155,3730,20445,11179,9104,41589,5410,47571,7413,9834,4216,7830,3401,2059,75362,4048,38225,20212,32178,15744,25563,27927,19167
2019/4/11,211.2625926,13155,24313,13569,2656,5066,10593,8289,3127,134405,14129,21749,24086,20541,9402,7345,140374,8088,10185,7930,23511,4503,83034,9262,21774,5416,4816,2422,69907,12449,18937,27526,7784,129720,2667,41400,2260,42590,13315,18176,6069,73279,10603,5349,38154,2978,33934,13717,28251,13407,18991,10605,5858,135113,4497,3070,69458,6134,4848,41342,8846,3041,42576,11238,3723,5114,6696,2443,35474,2752,19617,10997,8059,38914,3985,46486,6527,9569,3815,6172,3327,2329,72915,3975,37231,18391,25503,15865,26051,27524,18933
2019/4/21,212.8037037,16986,29323,15851,3437,6636,14178,8352,3198,172137,17230,27672,30591,20344,9237,7703,170638,10394,11045,9076,33740,4167,83781,8923,33749,6238,5279,2559,67997,14651,21087,29668,7808,142444,3348,41169,2743,40860,12249,20562,5450,69532,12324,5989,38450,3968,33865,14965,33334,16069,19774,11043,5822,136812,5727,3183,79427,7304,6415,41133,11365,3747,44198,15022,4957,6735,6378,2608,36506,4328,21308,14898,10927,45556,6429,45788,7605,10549,4512,6498,3329,2294,72478,3788,38786,21627,25671,15775,33296,27509,18491
2019/5/1,217.8887654,14288,22800,17567,2855,5541,9990,8265,3286,201251,14950,20547,25748,26485,8791,7072,148502,8280,10398,7061,35105,5267,72199,8271,29369,5669,6065,2773,65489,12640,17927,32163,7628,150626,3578,41577,2582,38276,10522,19211,5763,60582,12597,7829,38228,4441,33714,15216,22591,14596,19268,10017,6026,122380,7231,3325,77262,8546,5944,41768,9907,3782,46496,17041,4492,5703,7864,2937,38273,3891,21119,13608,6988,45514,6443,45967,6843,9850,4127,7533,3368,2179,64432,4291,36442,23236,27663,15543,27210,27569,18040
2019/5/11,219.1980247,11644,13966,11823,2221,3757,6427,7690,2947,186276,11342,13957,15947,14718,7475,6127,118431,8860,7143,4637,19275,3459,61580,8296,15002,3921,3076,2347,61223,9995,13390,18577,6326,124066,2197,38703,1968,37402,6884,9899,4235,54230,7853,5397,33376,3420,30361,11117,25573,10067,12245,9879,4924,117564,3917,3003,72372,4723,3452,38471,6381,2261,40789,10413,2966,3916,4302,2424,32219,2290,20334,8548,5627,35618,3893,42237,5673,6346,3646,5058,2997,2135,63825,2642,37054,20053,24877,14886,25848,25713,15613
2019/5/21,219.3932099,12743,17255,13250,2829,4594,8638,8634,3091,146507,12543,15751,15867,12898,8218,6447,119396,6285,6904,4793,19967,3698,61495,9918,17788,3619,3215,2553,68700,10854,12949,15746,6657,133261,2428,42886,1978,40581,5294,11439,4291,54334,8468,3772,34279,2456,35224,12383,26440,11643,13477,10562,5314,107850,4161,3319,82697,4554,4289,42475,6078,2725,44485,11371,3444,3046,4065,2616,34511,2457,24656,11440,7379,41283,3602,46323,5176,7019,3136,4595,3384,2261,71972,2581,44853,21886,27534,17685,31492,31594,19141
2019/6/1,214.882716,11827,19806,14284,2650,5405,9927,7651,2738,125763,12317,16062,16696,13580,7539,5729,100049,7167,7518,5604,20924,3249,49392,8534,22080,3929,3689,2409,57677,11714,12392,15863,6335,115345,2478,36163,2021,34747,5124,10459,3571,49320,8967,3484,30911,2288,28215,12430,12384,12272,14024,9725,4690,93293,4490,3002,73805,5366,4785,39254,7666,2864,38020,11172,3830,2703,4483,2388,30657,2607,19766,11337,8035,41540,3780,38895,4771,7077,2938,4874,2806,1778,60083,2328,33632,19844,25402,14516,24057,24220,16637
2019/6/11,215.5434568,12348,20367,14269,2459,4118,7343,7767,2970,140192,12334,17001,16443,12967,7795,6396,106814,6353,5974,4415,17838,3059,50666,8560,18939,3832,2982,2258,59657,11701,11930,14902,6347,121325,2236,37631,1930,37183,5167,10096,3377,51571,7542,3299,30964,2058,29541,12306,16439,11929,15229,9801,5028,101384,4087,2978,79176,3792,3440,37988,5290,2264,37555,9954,2984,2109,3615,2123,31394,2205,21139,10256,7812,42735,3670,42921,5040,6771,3037,4555,3127,2193,68710,2054,35457,19554,24858,16025,24986,26556,17267
2019/6/21,217.7838272,13020,20756,14908,2795,4661,8409,7878,2837,155927,13014,20989,23572,14019,8231,6489,137718,6754,8290,5062,17711,3116,61357,10643,29215,3809,3534,2514,78081,11484,12239,15557,6246,135825,2461,52961,2040,45154,5484,8102,3256,54787,7718,3117,37474,2162,36573,13145,21840,11863,16222,9159,4700,110600,4124,2917,89006,4000,4344,41788,5083,2717,44888,10578,3949,3985,4524,2155,37628,2466,22696,11820,10279,44063,4136,47268,5601,8030,3182,4486,3044,2028,77154,2261,37880,23503,29738,17181,29227,29269,19710
2019/7/1,225.9860494,14145,23280,17252,4094,4821,7890,8263,3100,149468,13849,24293,39704,17016,8565,6766,114505,7053,13622,5100,11546,3354,55667,9686,27868,4411,3571,2473,60585,12331,11951,13903,6541,114365,2553,41585,2403,38189,5272,6846,3541,48425,5128,2627,32008,2289,31058,19176,27162,11507,19299,9300,4985,104342,4723,3020,70913,3946,5902,36188,4213,3640,39978,8669,5428,3979,4840,2266,32704,2973,22956,11784,18313,45709,6111,39904,5224,9485,3669,4955,3149,2067,64411,2452,35497,20660,26654,16240,26481,27607,17323
2019/7/11,228.0990123,14740,27245,18522,4170,4482,7519,9164,3117,144105,14296,30345,44375,16601,9635,7267,128116,7412,18969,5339,12220,3524,56648,12849,28120,4266,3583,2527,100568,12559,13643,15811,7445,114313,2643,42245,2378,35180,6057,7047,3731,47988,6036,2606,32510,2360,29795,18716,37293,11858,21062,10166,5253,126979,5196,3149,75565,4228,5467,36004,4442,3911,42401,8788,5304,4865,4785,2409,33995,2914,23913,10899,16982,47889,6485,40090,5698,9380,3719,5347,3340,2105,64999,2519,35381,21570,32566,15883,26684,26694,16037
2019/7/21,228.5049383,15347,33617,18553,5704,4629,6397,10122,3343,172487,16260,26649,55680,14769,10377,8047,136945,7008,16663,6374,11076,3643,65225,9777,25521,3823,3399,2649,61749,12971,15479,14585,7977,127210,2784,46108,2437,40984,5957,5804,3868,50938,3923,2422,37018,2165,33441,18674,40187,17991,19236,10855,6034,117822,5160,3659,77637,4219,6541,39506,4515,5589,48074,7479,4652,6141,4431,2556,36802,2970,25205,12253,18078,61042,6570,44109,6007,10091,3578,4735,3701,2369,73434,2573,39060,24594,30791,18038,29756,30073,18368
2019/8/1,227.0951852,14335,32923,17013,6841,8287,5045,9310,3018,146526,17018,29865,45465,15954,10102,7604,124049,7167,13219,7279,10193,3367,66458,8833,26498,3997,3442,2522,58729,11993,16152,13505,7604,115859,2536,42531,2374,36816,5537,5495,4044,47509,3462,2478,33494,2093,30071,24172,21077,21056,16518,10055,5785,110322,4759,3287,73515,3950,6746,36470,4106,7454,42937,6708,4621,6714,4106,2473,35125,2885,23985,9615,16505,61288,3678,80300,6443,9805,3733,5053,3336,2070,60482,2636,36188,24770,27783,15722,26690,27464,17583
2019/8/11,224.1685185,13217,28088,15503,7337,8927,4295,8859,2981,148580,14401,35726,48582,17268,10322,7915,118570,8187,17799,8663,10368,3384,67609,8621,34261,4715,3722,2677,56205,11994,19177,11564,7291,103427,2704,42466,2343,37222,5829,6400,4328,49465,3744,2632,42437,2237,29406,18847,51448,34992,14112,9865,5977,92799,4471,3268,60314,3990,6192,33909,4272,9087,41829,6942,5451,9699,4313,2506,33723,3118,23784,8133,14637,52174,4621,55250,5435,11758,3686,4810,3388,2160,54151,2796,36362,26772,26966,15729,25833,28079,17904
2019/8/21,219.6162963,12339,23511,13638,8320,8053,3632,8792,3013,138629,13502,26318,38404,20931,10317,7860,124426,6485,31431,7731,7321,3454,71994,9438,30222,3855,3453,2831,58214,10737,29340,10695,7129,103491,2720,49061,2330,37280,5532,5027,4677,50128,3333,2566,36932,2211,30499,20645,55814,26285,12980,9821,5559,96646,4001,3182,60744,3815,4285,35468,3810,9975,45456,5193,5215,11941,3997,2572,33756,2611,22708,5103,14495,46877,3402,40197,5043,13929,3596,4588,3585,2356,57594,2486,38353,24276,28275,17531,26863,28506,17752
2019/9/1,207.8795062,9778,15182,11165,8645,5623,3113,6549,2271,99932,11884,16733,18434,12196,7531,6006,99011,4766,23258,4965,5211,2853,55622,8180,12564,2881,2667,2287,45467,9104,14122,9080,5465,90321,2062,41651,2000,31765,4043,3571,3392,41267,2692,1975,29704,1736,26290,14869,17780,11653,11527,7315,4213,76830,3451,2676,44832,3162,3040,28441,3116,6501,40983,4485,3986,7658,3088,2160,28321,2062,18749,3904,6350,34733,2776,31118,4480,8213,3184,4069,2943,1959,47456,1973,34805,16438,22538,15064,23841,22919,13749
2019/9/11,204.2454321,12093,19121,12696,10712,7865,3579,7262,2500,102140,13265,21375,18137,13887,8164,6218,101420,5020,34224,5552,6359,3065,54802,8472,15610,3804,3354,2387,48699,10914,13116,10025,5809,90269,2644,35494,2269,30127,4357,4179,3855,41291,3089,2348,28884,2138,25470,14537,19400,12177,14182,8544,4717,79980,4027,2901,52888,3845,3929,28446,3644,8440,36141,6890,4654,8798,4630,2350,29535,2529,19492,4474,6862,36562,3532,29842,4884,9152,3520,4674,3009,1979,49106,2177,29977,15979,21796,13899,23128,22128,13599
2019/9/21,203.1550617,13417,35091,12757,11655,5490,4085,7341,2584,109086,14545,29855,23031,15197,8662,6413,106082,5171,44439,6628,6916,3303,57826,8100,20419,4460,4059,2632,53656,11563,12749,12701,5723,93839,3161,36176,2904,31433,5053,4639,4077,42943,3600,2725,29984,2428,25874,17292,21901,12280,18190,8054,4745,81668,3872,2878,52513,3919,4569,29267,3926,9364,35407,6286,4526,13711,4672,2406,30072,2869,19838,5025,7024,37749,4106,34348,5647,10388,4363,5092,2973,2117,52652,2860,30983,17919,21061,14612,23830,23612,13818
2019/10/1,210.2671605,9383,48894,13419,11203,3549,3160,8014,2694,121495,10587,39495,22133,28018,8800,7552,117396,5203,58494,7090,7570,3921,417305,7198,26412,4470,4751,2959,50938,8481,11889,19080,6981,98237,2788,35070,2588,32999,5242,5739,5364,48121,3774,2898,33833,2153,27148,15785,17100,12863,22534,8393,5160,84747,4346,3354,47889,4042,8516,30948,3885,12855,37330,5229,4543,21885,4761,3079,32246,3068,19619,4024,5562,38806,3962,35543,5230,14427,4217,5375,2776,2155,48834,2460,30245,21314,27282,15185,24872,22708,14341
2019/10/11,210.0201235,8700,17609,10647,6343,2379,1994,6508,2000,104255,9905,14887,5384,11457,7134,6076,90053,5297,3604,2075,6703,2816,523302,7849,11789,2755,2934,2314,43906,6994,10477,9275,5418,82551,1932,36283,1746,28718,4608,4401,3161,37546,3006,2509,28168,1684,24818,12177,6636,3476,10537,7378,4453,79830,3147,2789,49990,2557,1585,27978,2256,1247,31823,3314,1574,2121,2777,2250,26726,1692,17668,2787,1956,24094,2173,29865,3548,8432,3073,3671,2689,2073,45899,1843,26994,14745,21578,13667,21912,20849,12525
2019/10/21,208.072716,9266,14127,11980,7031,2431,2373,6858,1950,135896,10998,15580,8001,12174,8063,6588,101449,5762,4320,2214,6803,3027,70366,8589,14455,2923,2886,2456,48208,7384,10847,9043,5535,87443,2192,41049,1832,31943,3986,4035,3920,41314,3029,2490,37002,1821,27789,14446,8512,3378,11121,7569,4778,88263,3029,3226,49617,2731,1747,31461,2554,1484,32759,3722,1549,2431,2943,2495,28131,1913,20459,2953,2187,24961,2198,35552,4072,7847,3111,3986,2985,2175,53137,1841,29176,16810,23188,15056,24386,22268,14020
2019/11/1,200.4432099,8646,12617,10817,6819,2012,2124,6275,1822,140957,10348,15915,6471,11090,7300,5782,99351,4773,3432,1774,5744,2721,53508,7293,12372,2435,2656,2190,39958,6667,9533,8426,4903,79349,1893,33645,1656,27951,2975,3033,3730,38210,2635,2140,26834,1572,24497,10547,5694,2798,9889,6853,4229,84356,2513,2751,51869,2422,1257,26060,2234,1226,27734,3014,1278,2088,2732,2251,26224,1620,16945,2567,1651,24267,1924,27359,3384,6948,2699,3661,2706,2059,55337,1835,24414,14549,21141,13897,21334,20051,12730
2019/11/11,198.081358,7721,11964,10010,5704,1858,1915,6449,1722,121230,8673,12359,5078,10048,6794,5358,82875,3918,2536,1608,5230,2690,50083,7621,10852,2453,2354,2058,37134,5846,8509,7442,4581,77953,1778,38924,1721,31749,2807,2738,3511,36240,2645,2100,27154,1559,24554,9804,5085,2412,9033,6714,3958,74121,2459,2806,53807,2396,1162,29782,2161,1184,28670,2820,1436,1657,2523,2204,25689,1759,19486,2519,1590,22198,1872,29021,3290,5794,2617,3276,2764,1965,52929,1651,27040,15447,28319,15257,23580,20320,13292
2019/11/21,197.0054321,7365,11623,9921,4914,1785,1848,6129,1560,110351,7775,11983,4677,8730,6332,5245,79540,3589,2241,1522,4639,2795,47339,7618,9758,2238,2142,2187,34908,4947,8243,7352,4702,73204,1753,30231,1632,28457,2554,2793,3515,36884,2435,1892,24257,1546,24094,8779,4738,2517,9234,6683,3774,71085,2523,2755,53886,2182,1050,26054,2046,1039,27366,2662,1216,1565,2333,2030,24583,1724,18654,2355,1549,20011,1884,29348,3165,5628,2470,3164,2711,1877,50298,1653,25661,14610,22244,13719,21230,19614,12650
2019/12/1,198.93,7793,11739,10153,4675,1969,1822,6302,1430,101354,8439,12158,4745,9528,6455,5050,77086,3461,2087,1428,4357,2460,39081,7049,9923,2273,1987,2167,35528,5226,8155,7050,4666,71492,1729,31470,1634,29170,2724,2793,3207,35888,2291,1888,22552,1530,22819,8266,5051,2462,9380,6377,3435,67428,2573,2812,43381,2107,1126,23613,1915,1157,25420,2740,1220,1654,2347,2088,23401,1743,17671,2399,1552,18103,1872,28225,3155,5553,2420,3059,2693,1866,47792,1588,25605,14287,20237,12528,20850,19521,11218
2019/12/11,199.14,8028,11852,9996,5262,1851,1950,6170,1582,110006,8607,12151,4398,9715,6113,4708,103982,3630,2205,1511,4746,2564,42353,7484,9901,2394,2143,2055,34334,4910,8257,7198,4450,69248,1816,31393,1747,31579,2634,2587,3213,35566,2234,1916,20943,1506,23162,6896,4406,2463,10705,6353,3325,71341,2615,2785,41492,2166,877,24885,1976,838,26121,2785,1466,1842,2229,2101,23162,1775,18009,2454,1527,18591,1855,29490,3161,5398,2449,3124,2574,1700,43360,1644,26481,14291,20446,12102,21794,18221,10461
2019/12/21,199.35,9427,14238,11505,5581,1951,2216,6367,1551,105623,9937,13593,5766,11060,6597,4915,83008,4008,2707,1676,6181,2701,47027,8573,11009,2703,2383,2127,40242,5932,9390,8096,4518,73845,1858,30525,1843,30834,3110,2980,3243,38228,2549,1943,22004,1666,22933,8768,6125,2930,11387,6713,3339,76588,2957,2816,39996,2495,1018,24751,2299,1189,28791,3443,1589,2009,2693,2302,24599,2038,18238,2764,1710,20097,2215,30580,3590,5365,2671,3415,2791,1820,44948,1839,27709,15105,20762,18477,26142,17571,11785
