0,-4.946269
1,3.897232
2,2.8970928
3,0.36478806
4,-0.008928299
5,1.4938564
6,3.4211502
7,3.46599
8,2.8099976
9,0.52269745
10,-5.2333736
11,-1.484787
12,9.307144
13,14.593548
14,16.111877
15,14.926937
16,16.277016
17,14.128735
18,12.191681
19,5.7490673
20,7.1021824
21,10.581123
22,13.62711
23,9.691984
24,-1.63414
25,-5.6365643
26,-8.419511
27,-6.535222
28,-11.307719
29,-6.5826826
30,-0.88757515
31,9.17757
32,7.1575394
33,-4.958166
34,-10.778203
35,-11.435236
36,-1.619072
37,0.9884453
38,3.1919308
39,4.751114
40,4.7396603
41,5.222471
42,5.448717
43,4.457062
44,4.157593
45,1.7451744
46,-3.80118
47,-0.121133804
48,9.232946
49,14.074909
50,15.593079
51,13.5527115
52,15.571239
53,12.8375435
54,8.45009
55,3.6741295
56,3.9825058
57,5.2956486
58,3.0884304
59,0.18921661
60,-7.92575
61,-12.884267
62,-14.994896
63,-12.81957
64,-15.320442
65,-12.411978
66,-10.12443
67,-9.811613
68,-8.431929
69,-6.2312775
70,-3.8329983
71,-2.174387
72,0.07907295
73,5.9777546
74,5.3479633
75,1.1807823
76,-3.7515888
77,-4.269288
78,-3.2686653
79,-8.563165
80,-7.763811
81,-4.7399874
82,-6.6242933
83,-1.925745
84,4.9955997
85,15.11721
86,17.300587
87,17.23819
88,17.576904
89,12.999786
90,7.124241
91,1.2896423
92,2.69421
93,5.530346
94,2.6464653
95,-1.6878185
96,-8.749705
97,-11.394603
98,-15.526478
99,-15.475065
100,-16.965117
101,-12.213812
102,-3.8519363
103,3.2085953
104,2.051567
105,-6.158682
106,-8.136548
107,-7.545417
108,-7.1949472
109,-5.3882647
110,-4.518483
111,-2.854168
112,3.446886
113,3.148964
114,-0.7999916
115,-1.8192635
116,-4.577215
117,-4.848013
118,-9.563851
119,-3.133257
120,6.7951508
121,13.712456
122,17.622826
123,16.327496
124,16.38768
125,10.112383
126,4.2109814
127,-4.321479
128,-3.4354858
129,5.2752953
130,8.571447
131,6.821333
132,-4.6717243
133,-7.8300333
134,-7.0491467
135,-7.4570427
136,-9.402172
137,-10.331972
138,-9.770145
139,-10.9996195
140,-7.9561796
141,-2.7359715
142,3.2162952
143,4.587263
144,6.386488
145,9.038683
146,8.791344
147,8.3963585
148,6.937832
149,6.5330544
150,6.0988503
151,7.0560646
152,4.301346
153,-0.96658516
154,-7.890073
155,-5.6046944
156,7.642275
157,14.528275
158,19.830284
159,25.478226
160,31.399147
161,23.49881
162,4.9955387
163,-2.8417206
164,-4.52808
165,4.728794
166,3.3935184
167,-2.0515766
168,-14.061346
169,-15.892047
170,-18.191284
171,-15.362487
172,-17.233149
173,-12.943584
174,-8.366578
175,-1.5585842
176,-0.88728714
177,-5.256962
178,-7.40989
179,-4.6847744
180,-1.0655231
181,-0.4122162
182,-0.58419037
183,-0.900156
184,0.8637142
185,0.009490967
186,-4.578638
187,-5.78876
188,-5.2354164
189,-1.8734913
190,-8.3346405
191,-3.7084045
192,6.594557
193,14.696003
194,17.243786
195,19.017002
196,24.189259
197,16.943054
198,4.2534103
199,-3.567995
200,-5.11495
201,0.97416687
202,0.3199196
203,-3.5585842
204,-14.099711
205,-19.840422
206,-20.27221
207,-15.833321
208,-11.390467
209,-8.089881
210,-3.0413074
211,2.822729
212,1.9968357
213,-7.0653105
214,-11.83376
215,-11.351764
216,-2.8165264
217,0.5291519
218,1.4006023
219,-1.0875092
220,-3.4424362
221,-3.334198
222,0.17826462
223,2.0956497
224,0.6008625
225,-4.31143
226,-8.916522
227,-3.242279
228,9.015047
229,15.418404
230,18.107204
231,17.1367
232,14.772411
233,10.982523
234,5.104765
235,-6.145646
236,-3.359089
237,5.0544567
238,7.5299892
239,2.9824219
240,-5.769676
241,-8.173614
242,-9.819363
243,-7.3848066
244,-5.068713
245,-6.139223
